,stasiun,pm10,so2,co,o3,no2,categori
56,DKI3 (Jagakarsa),40.0,2.0,29.0,53.0,8.0,SEDANG
57,DKI3 (Jagakarsa),24.0,2.0,30.0,37.0,8.0,BAIK
58,DKI3 (Jagakarsa),16.0,0.0,5.0,42.0,4.0,BAIK
59,DKI3 (Jagakarsa),27.0,1.0,14.0,35.0,8.0,BAIK
60,DKI3 (Jagakarsa),26.0,2.0,19.0,55.0,6.0,SEDANG
61,DKI3 (Jagakarsa),29.0,1.0,16.0,46.0,6.0,BAIK
62,DKI3 (Jagakarsa),23.0,1.0,10.0,44.0,5.0,BAIK
63,DKI3 (Jagakarsa),30.0,3.0,22.0,46.0,9.0,BAIK
64,DKI3 (Jagakarsa),19.0,3.0,13.0,54.0,6.0,SEDANG
65,DKI3 (Jagakarsa),34.0,1.0,18.0,89.0,7.0,SEDANG
66,DKI3 (Jagakarsa),31.0,2.0,17.0,91.0,11.0,SEDANG
67,DKI3 (Jagakarsa),31.0,2.0,26.0,72.0,10.0,SEDANG
68,DKI3 (Jagakarsa),19.0,2.0,40.0,115.0,9.0,TIDAK SEHAT
69,DKI3 (Jagakarsa),51.0,4.0,45.0,128.0,11.0,TIDAK SEHAT
70,DKI3 (Jagakarsa),20.0,1.0,21.0,158.0,10.0,TIDAK SEHAT
71,DKI3 (Jagakarsa),18.0,1.0,15.0,52.0,5.0,SEDANG
72,DKI3 (Jagakarsa),16.0,1.0,27.0,101.0,10.0,TIDAK SEHAT
73,DKI3 (Jagakarsa),22.0,2.0,15.0,106.0,12.0,TIDAK SEHAT
74,DKI3 (Jagakarsa),30.0,3.0,22.0,95.0,8.0,SEDANG
75,DKI3 (Jagakarsa),21.0,1.0,27.0,99.0,10.0,SEDANG
76,DKI3 (Jagakarsa),27.0,1.0,50.0,84.0,10.0,SEDANG
77,DKI3 (Jagakarsa),25.0,2.0,18.0,89.0,13.0,SEDANG
78,DKI3 (Jagakarsa),21.0,1.0,15.0,82.0,12.0,SEDANG
79,DKI3 (Jagakarsa),17.0,3.0,26.0,71.0,10.0,SEDANG
80,DKI3 (Jagakarsa),24.0,2.0,26.0,73.0,7.0,SEDANG
81,DKI3 (Jagakarsa),25.0,1.0,10.0,46.0,3.0,BAIK
82,DKI3 (Jagakarsa),14.0,1.0,10.0,38.0,3.0,BAIK
83,DKI3 (Jagakarsa),16.0,2.0,6.0,37.0,3.0,BAIK
84,DKI3 (Jagakarsa),13.0,0.0,7.0,29.0,4.0,BAIK
85,DKI3 (Jagakarsa),21.0,1.0,29.0,34.0,5.0,BAIK
86,DKI3 (Jagakarsa),18.0,1.0,19.0,37.0,7.0,BAIK
87,DKI3 (Jagakarsa),11.0,2.0,13.0,40.0,6.0,BAIK
88,DKI3 (Jagakarsa),13.0,1.0,8.0,43.0,4.0,BAIK
89,DKI3 (Jagakarsa),31.0,2.0,32.0,41.0,7.0,BAIK
90,DKI3 (Jagakarsa),17.0,1.0,8.0,61.0,5.0,SEDANG
91,DKI3 (Jagakarsa),21.0,1.0,13.0,57.0,5.0,SEDANG
92,DKI3 (Jagakarsa),18.0,1.0,6.0,45.0,4.0,BAIK
93,DKI3 (Jagakarsa),16.0,1.0,3.0,25.0,1.0,BAIK
94,DKI3 (Jagakarsa),13.0,1.0,4.0,27.0,1.0,BAIK
95,DKI3 (Jagakarsa),18.0,2.0,8.0,59.0,4.0,SEDANG
96,DKI3 (Jagakarsa),33.0,2.0,16.0,52.0,6.0,SEDANG
97,DKI3 (Jagakarsa),21.0,1.0,15.0,39.0,8.0,BAIK
98,DKI3 (Jagakarsa),20.0,2.0,8.0,37.0,4.0,BAIK
99,DKI3 (Jagakarsa),23.0,4.0,45.0,70.0,11.0,SEDANG
100,DKI3 (Jagakarsa),36.0,2.0,44.0,66.0,12.0,SEDANG
101,DKI3 (Jagakarsa),33.0,4.0,13.0,64.0,10.0,SEDANG
102,DKI3 (Jagakarsa),32.0,2.0,31.0,29.0,5.0,BAIK
103,DKI3 (Jagakarsa),23.0,1.0,16.0,18.0,4.0,BAIK
104,DKI3 (Jagakarsa),31.0,2.0,11.0,32.0,6.0,BAIK
105,DKI3 (Jagakarsa),28.0,3.0,20.0,71.0,8.0,SEDANG
106,DKI3 (Jagakarsa),30.0,2.0,23.0,23.0,5.0,BAIK
107,DKI3 (Jagakarsa),22.0,3.0,8.0,34.0,5.0,BAIK
108,DKI3 (Jagakarsa),52.0,4.0,17.0,54.0,8.0,SEDANG
109,DKI3 (Jagakarsa),32.0,3.0,9.0,34.0,9.0,BAIK
110,DKI3 (Jagakarsa),26.0,2.0,15.0,47.0,7.0,BAIK
111,DKI3 (Jagakarsa),38.0,2.0,9.0,36.0,6.0,BAIK
112,DKI3 (Jagakarsa),27.0,4.0,12.0,73.0,7.0,SEDANG
113,DKI3 (Jagakarsa),46.0,3.0,10.0,96.0,10.0,SEDANG
114,DKI3 (Jagakarsa),20.0,2.0,8.0,80.0,7.0,SEDANG
115,DKI3 (Jagakarsa),28.0,2.0,11.0,70.0,13.0,SEDANG
116,DKI3 (Jagakarsa),31.0,2.0,11.0,77.0,8.0,SEDANG
117,DKI3 (Jagakarsa),21.0,2.0,17.0,68.0,10.0,SEDANG
118,DKI3 (Jagakarsa),21.0,3.0,8.0,82.0,10.0,SEDANG
119,DKI3 (Jagakarsa),35.0,2.0,24.0,99.0,8.0,SEDANG
120,DKI3 (Jagakarsa),46.0,4.0,35.0,129.0,11.0,TIDAK SEHAT
121,DKI3 (Jagakarsa),39.0,1.0,20.0,116.0,9.0,TIDAK SEHAT
122,DKI3 (Jagakarsa),40.0,2.0,17.0,26.0,9.0,BAIK
123,DKI3 (Jagakarsa),32.0,3.0,11.0,59.0,9.0,SEDANG
124,DKI3 (Jagakarsa),32.0,2.0,19.0,60.0,10.0,SEDANG
125,DKI3 (Jagakarsa),41.0,2.0,25.0,92.0,12.0,SEDANG
126,DKI3 (Jagakarsa),35.0,3.0,13.0,78.0,10.0,SEDANG
127,DKI3 (Jagakarsa),42.0,2.0,13.0,114.0,8.0,TIDAK SEHAT
128,DKI3 (Jagakarsa),31.0,2.0,13.0,43.0,12.0,BAIK
129,DKI3 (Jagakarsa),29.0,2.0,9.0,74.0,6.0,SEDANG
130,DKI3 (Jagakarsa),25.0,1.0,7.0,52.0,4.0,SEDANG
131,DKI3 (Jagakarsa),48.0,3.0,20.0,146.0,8.0,TIDAK SEHAT
132,DKI3 (Jagakarsa),51.0,2.0,18.0,120.0,10.0,TIDAK SEHAT
133,DKI3 (Jagakarsa),37.0,3.0,18.0,99.0,7.0,SEDANG
134,DKI3 (Jagakarsa),23.0,2.0,25.0,44.0,6.0,BAIK
135,DKI3 (Jagakarsa),28.0,2.0,13.0,41.0,4.0,BAIK
136,DKI3 (Jagakarsa),22.0,2.0,8.0,20.0,4.0,BAIK
137,DKI3 (Jagakarsa),24.0,2.0,7.0,31.0,3.0,BAIK
138,DKI3 (Jagakarsa),24.0,2.0,7.0,29.0,4.0,BAIK
139,DKI3 (Jagakarsa),22.0,2.0,11.0,36.0,5.0,BAIK
140,DKI3 (Jagakarsa),26.0,3.0,19.0,125.0,8.0,TIDAK SEHAT
141,DKI3 (Jagakarsa),28.0,2.0,7.0,111.0,10.0,TIDAK SEHAT
142,DKI3 (Jagakarsa),33.0,3.0,19.0,94.0,9.0,SEDANG
143,DKI3 (Jagakarsa),27.0,4.0,22.0,97.0,13.0,SEDANG
144,DKI3 (Jagakarsa),55.0,4.0,20.0,104.0,17.0,TIDAK SEHAT
145,DKI3 (Jagakarsa),31.0,2.0,10.0,55.0,9.0,SEDANG
146,DKI3 (Jagakarsa),32.0,4.0,20.0,73.0,10.0,SEDANG
147,DKI3 (Jagakarsa),47.0,5.0,17.0,50.0,12.0,BAIK
148,DKI3 (Jagakarsa),63.0,5.0,15.0,89.0,7.0,SEDANG
149,DKI3 (Jagakarsa),50.0,4.0,24.0,80.0,11.0,SEDANG
150,DKI3 (Jagakarsa),45.0,4.0,10.0,71.0,8.0,SEDANG
151,DKI3 (Jagakarsa),41.0,4.0,11.0,52.0,9.0,SEDANG
152,DKI3 (Jagakarsa),32.0,4.0,8.0,51.0,10.0,SEDANG
153,DKI3 (Jagakarsa),41.0,6.0,8.0,67.0,8.0,SEDANG
154,DKI3 (Jagakarsa),38.0,4.0,8.0,69.0,9.0,SEDANG
155,DKI3 (Jagakarsa),22.0,4.0,7.0,71.0,5.0,SEDANG
156,DKI3 (Jagakarsa),39.0,5.0,10.0,72.0,10.0,SEDANG
157,DKI3 (Jagakarsa),45.0,5.0,12.0,94.0,9.0,SEDANG
158,DKI3 (Jagakarsa),42.0,4.0,10.0,69.0,8.0,SEDANG
159,DKI3 (Jagakarsa),48.0,4.0,19.0,85.0,9.0,SEDANG
160,DKI3 (Jagakarsa),51.0,3.0,26.0,70.0,9.0,SEDANG
161,DKI3 (Jagakarsa),28.0,3.0,6.0,41.0,5.0,BAIK
162,DKI3 (Jagakarsa),34.0,5.0,9.0,71.0,7.0,SEDANG
163,DKI3 (Jagakarsa),32.0,4.0,8.0,87.0,9.0,SEDANG
164,DKI3 (Jagakarsa),28.0,4.0,12.0,110.0,8.0,TIDAK SEHAT
165,DKI3 (Jagakarsa),34.0,3.0,9.0,69.0,9.0,SEDANG
166,DKI3 (Jagakarsa),38.0,4.0,16.0,46.0,7.0,BAIK
167,DKI3 (Jagakarsa),48.0,4.0,15.0,87.0,10.0,SEDANG
168,DKI3 (Jagakarsa),42.0,4.0,20.0,56.0,12.0,SEDANG
169,DKI3 (Jagakarsa),52.0,4.0,16.0,55.0,12.0,SEDANG
170,DKI3 (Jagakarsa),43.0,6.0,11.0,66.0,10.0,SEDANG
171,DKI3 (Jagakarsa),26.0,4.0,14.0,60.0,8.0,SEDANG
172,DKI3 (Jagakarsa),36.0,4.0,18.0,70.0,13.0,SEDANG
173,DKI3 (Jagakarsa),20.0,6.0,6.0,89.0,12.0,SEDANG
174,DKI3 (Jagakarsa),40.0,4.0,16.0,93.0,10.0,SEDANG
175,DKI3 (Jagakarsa),46.0,4.0,13.0,54.0,9.0,SEDANG
176,DKI3 (Jagakarsa),35.0,5.0,12.0,104.0,9.0,TIDAK SEHAT
177,DKI3 (Jagakarsa),24.0,8.0,7.0,100.0,9.0,SEDANG
178,DKI3 (Jagakarsa),35.0,4.0,7.0,73.0,12.0,SEDANG
179,DKI3 (Jagakarsa),30.0,7.0,15.0,94.0,5.0,SEDANG
180,DKI3 (Jagakarsa),50.0,4.0,19.0,90.0,10.0,SEDANG
181,DKI3 (Jagakarsa),37.0,6.0,15.0,38.0,13.0,BAIK
182,DKI3 (Jagakarsa),24.0,4.0,34.0,56.0,9.0,SEDANG
183,DKI3 (Jagakarsa),26.0,7.0,10.0,35.0,15.0,BAIK
184,DKI3 (Jagakarsa),17.0,3.0,6.0,30.0,4.0,BAIK
185,DKI3 (Jagakarsa),18.0,3.0,15.0,49.0,5.0,BAIK
186,DKI3 (Jagakarsa),36.0,4.0,15.0,43.0,5.0,BAIK
187,DKI3 (Jagakarsa),41.0,4.0,15.0,41.0,11.0,BAIK
188,DKI3 (Jagakarsa),29.0,3.0,15.0,23.0,4.0,BAIK
189,DKI3 (Jagakarsa),33.0,4.0,15.0,28.0,8.0,BAIK
190,DKI3 (Jagakarsa),25.0,3.0,15.0,26.0,4.0,BAIK
191,DKI3 (Jagakarsa),35.0,5.0,10.0,101.0,5.0,TIDAK SEHAT
192,DKI3 (Jagakarsa),52.0,5.0,62.0,74.0,11.0,SEDANG
193,DKI3 (Jagakarsa),13.0,4.0,41.0,62.0,7.0,SEDANG
194,DKI3 (Jagakarsa),21.0,4.0,28.0,113.0,8.0,TIDAK SEHAT
195,DKI3 (Jagakarsa),21.0,3.0,34.0,74.0,8.0,SEDANG
196,DKI3 (Jagakarsa),15.0,3.0,22.0,28.0,4.0,BAIK
197,DKI3 (Jagakarsa),26.0,3.0,32.0,65.0,8.0,SEDANG
198,DKI3 (Jagakarsa),28.0,4.0,45.0,55.0,12.0,SEDANG
199,DKI3 (Jagakarsa),29.0,6.0,35.0,56.0,10.0,SEDANG
200,DKI3 (Jagakarsa),51.0,4.0,50.0,98.0,9.0,SEDANG
201,DKI3 (Jagakarsa),43.0,4.0,44.0,124.0,12.0,TIDAK SEHAT
202,DKI3 (Jagakarsa),40.0,4.0,54.0,40.0,7.0,SEDANG
203,DKI3 (Jagakarsa),30.0,5.0,35.0,37.0,5.0,BAIK
204,DKI3 (Jagakarsa),36.0,6.0,45.0,61.0,10.0,SEDANG
205,DKI3 (Jagakarsa),64.0,6.0,77.0,89.0,14.0,SEDANG
206,DKI3 (Jagakarsa),63.0,5.0,81.0,82.0,11.0,SEDANG
207,DKI3 (Jagakarsa),50.0,5.0,66.0,80.0,10.0,SEDANG
208,DKI3 (Jagakarsa),51.0,5.0,40.0,70.0,8.0,SEDANG
209,DKI3 (Jagakarsa),61.0,5.0,45.0,51.0,21.0,SEDANG
210,DKI3 (Jagakarsa),56.0,6.0,31.0,75.0,11.0,SEDANG
211,DKI3 (Jagakarsa),44.0,4.0,52.0,58.0,8.0,SEDANG
212,DKI3 (Jagakarsa),35.0,7.0,29.0,61.0,13.0,SEDANG
213,DKI3 (Jagakarsa),59.0,6.0,81.0,65.0,14.0,SEDANG
214,DKI3 (Jagakarsa),35.0,5.0,35.0,62.0,6.0,SEDANG
215,DKI3 (Jagakarsa),51.0,5.0,30.0,51.0,7.0,SEDANG
216,DKI3 (Jagakarsa),51.0,6.0,40.0,79.0,9.0,SEDANG
217,DKI3 (Jagakarsa),24.0,5.0,31.0,134.0,14.0,TIDAK SEHAT
218,DKI3 (Jagakarsa),27.0,5.0,39.0,36.0,23.0,BAIK
219,DKI3 (Jagakarsa),29.0,5.0,41.0,45.0,13.0,BAIK
220,DKI3 (Jagakarsa),34.0,6.0,35.0,56.0,9.0,SEDANG
221,DKI3 (Jagakarsa),30.0,6.0,58.0,62.0,11.0,SEDANG
222,DKI3 (Jagakarsa),42.0,6.0,98.0,98.0,14.0,SEDANG
223,DKI3 (Jagakarsa),30.0,5.0,27.0,107.0,8.0,TIDAK SEHAT
224,DKI3 (Jagakarsa),22.0,4.0,26.0,81.0,6.0,SEDANG
225,DKI3 (Jagakarsa),34.0,6.0,32.0,118.0,9.0,TIDAK SEHAT
226,DKI3 (Jagakarsa),25.0,4.0,32.0,64.0,8.0,SEDANG
227,DKI3 (Jagakarsa),24.0,5.0,39.0,43.0,7.0,BAIK
228,DKI3 (Jagakarsa),15.0,4.0,19.0,41.0,6.0,BAIK
229,DKI3 (Jagakarsa),22.0,5.0,48.0,71.0,8.0,SEDANG
230,DKI3 (Jagakarsa),32.0,5.0,36.0,63.0,12.0,SEDANG
231,DKI3 (Jagakarsa),24.0,5.0,50.0,64.0,7.0,SEDANG
232,DKI3 (Jagakarsa),25.0,6.0,35.0,70.0,10.0,SEDANG
233,DKI3 (Jagakarsa),35.0,7.0,29.0,76.0,8.0,SEDANG
234,DKI3 (Jagakarsa),31.0,7.0,39.0,56.0,11.0,SEDANG
235,DKI3 (Jagakarsa),27.0,5.0,54.0,56.0,8.0,SEDANG
236,DKI3 (Jagakarsa),37.0,5.0,37.0,69.0,9.0,SEDANG
237,DKI3 (Jagakarsa),17.0,6.0,81.0,41.0,15.0,SEDANG
238,DKI3 (Jagakarsa),23.0,7.0,46.0,46.0,11.0,BAIK
239,DKI3 (Jagakarsa),33.0,6.0,34.0,39.0,5.0,BAIK
240,DKI3 (Jagakarsa),39.0,8.0,25.0,51.0,6.0,SEDANG
241,DKI3 (Jagakarsa),40.0,11.0,30.0,68.0,8.0,SEDANG
242,DKI3 (Jagakarsa),49.0,5.0,56.0,55.0,13.0,SEDANG
243,DKI3 (Jagakarsa),34.0,7.0,32.0,94.0,13.0,SEDANG
244,DKI3 (Jagakarsa),43.0,6.0,24.0,85.0,11.0,SEDANG
245,DKI3 (Jagakarsa),32.0,5.0,24.0,74.0,5.0,SEDANG
246,DKI3 (Jagakarsa),42.0,10.0,27.0,104.0,9.0,TIDAK SEHAT
247,DKI3 (Jagakarsa),25.0,9.0,37.0,75.0,12.0,SEDANG
248,DKI3 (Jagakarsa),38.0,6.0,33.0,64.0,9.0,SEDANG
249,DKI3 (Jagakarsa),26.0,6.0,38.0,75.0,12.0,SEDANG
250,DKI3 (Jagakarsa),32.0,5.0,25.0,56.0,6.0,SEDANG
251,DKI3 (Jagakarsa),34.0,6.0,59.0,72.0,7.0,SEDANG
252,DKI3 (Jagakarsa),26.0,5.0,22.0,83.0,8.0,SEDANG
253,DKI3 (Jagakarsa),17.0,5.0,47.0,75.0,7.0,SEDANG
254,DKI3 (Jagakarsa),20.0,5.0,28.0,60.0,8.0,SEDANG
255,DKI3 (Jagakarsa),26.0,5.0,36.0,73.0,11.0,SEDANG
256,DKI3 (Jagakarsa),22.0,7.0,32.0,79.0,6.0,SEDANG
257,DKI3 (Jagakarsa),20.0,5.0,17.0,110.0,15.0,TIDAK SEHAT
258,DKI3 (Jagakarsa),22.0,5.0,39.0,119.0,10.0,TIDAK SEHAT
259,DKI3 (Jagakarsa),28.0,7.0,19.0,115.0,7.0,TIDAK SEHAT
260,DKI3 (Jagakarsa),21.0,6.0,25.0,59.0,9.0,SEDANG
261,DKI3 (Jagakarsa),22.0,7.0,27.0,65.0,7.0,SEDANG
262,DKI3 (Jagakarsa),25.0,6.0,34.0,66.0,6.0,SEDANG
263,DKI3 (Jagakarsa),15.0,6.0,18.0,66.0,5.0,SEDANG
264,DKI3 (Jagakarsa),17.0,5.0,32.0,62.0,7.0,SEDANG
265,DKI3 (Jagakarsa),23.0,7.0,23.0,110.0,8.0,TIDAK SEHAT
266,DKI3 (Jagakarsa),17.0,8.0,24.0,107.0,8.0,TIDAK SEHAT
267,DKI3 (Jagakarsa),30.0,7.0,29.0,76.0,7.0,SEDANG
268,DKI3 (Jagakarsa),34.0,8.0,39.0,87.0,10.0,SEDANG
269,DKI3 (Jagakarsa),35.0,7.0,40.0,76.0,9.0,SEDANG
270,DKI3 (Jagakarsa),25.0,8.0,26.0,64.0,9.0,SEDANG
271,DKI3 (Jagakarsa),25.0,7.0,22.0,63.0,8.0,SEDANG
272,DKI3 (Jagakarsa),22.0,8.0,23.0,81.0,8.0,SEDANG
273,DKI3 (Jagakarsa),20.0,7.0,28.0,101.0,7.0,TIDAK SEHAT
274,DKI3 (Jagakarsa),22.0,8.0,22.0,71.0,9.0,SEDANG
275,DKI3 (Jagakarsa),19.0,7.0,34.0,67.0,9.0,SEDANG
276,DKI3 (Jagakarsa),14.0,6.0,27.0,81.0,9.0,SEDANG
277,DKI3 (Jagakarsa),17.0,6.0,33.0,61.0,7.0,SEDANG
278,DKI3 (Jagakarsa),28.0,6.0,30.0,109.0,8.0,TIDAK SEHAT
279,DKI3 (Jagakarsa),33.0,8.0,42.0,89.0,8.0,SEDANG
280,DKI3 (Jagakarsa),19.0,7.0,26.0,68.0,7.0,SEDANG
281,DKI3 (Jagakarsa),21.0,7.0,32.0,133.0,8.0,TIDAK SEHAT
282,DKI3 (Jagakarsa),26.0,7.0,20.0,90.0,7.0,SEDANG
283,DKI3 (Jagakarsa),20.0,7.0,27.0,68.0,5.0,SEDANG
284,DKI3 (Jagakarsa),18.0,7.0,22.0,92.0,7.0,SEDANG
285,DKI3 (Jagakarsa),20.0,8.0,27.0,90.0,10.0,SEDANG
286,DKI3 (Jagakarsa),21.0,8.0,42.0,98.0,10.0,SEDANG
287,DKI3 (Jagakarsa),22.0,9.0,30.0,105.0,18.0,TIDAK SEHAT
288,DKI3 (Jagakarsa),23.0,10.0,22.0,67.0,7.0,SEDANG
289,DKI3 (Jagakarsa),19.0,7.0,31.0,114.0,9.0,TIDAK SEHAT
290,DKI3 (Jagakarsa),16.0,7.0,21.0,98.0,9.0,SEDANG
291,DKI3 (Jagakarsa),20.0,6.0,35.0,98.0,8.0,SEDANG
292,DKI3 (Jagakarsa),17.0,6.0,24.0,56.0,9.0,SEDANG
293,DKI3 (Jagakarsa),16.0,7.0,22.0,130.0,8.0,TIDAK SEHAT
294,DKI3 (Jagakarsa),13.0,7.0,27.0,91.0,5.0,SEDANG
295,DKI3 (Jagakarsa),17.0,7.0,20.0,82.0,6.0,SEDANG
296,DKI3 (Jagakarsa),18.0,7.0,20.0,84.0,11.0,SEDANG
297,DKI3 (Jagakarsa),24.0,7.0,21.0,93.0,14.0,SEDANG
298,DKI3 (Jagakarsa),20.0,7.0,19.0,107.0,6.0,TIDAK SEHAT
299,DKI3 (Jagakarsa),31.0,7.0,20.0,92.0,9.0,SEDANG
300,DKI3 (Jagakarsa),24.0,7.0,21.0,73.0,9.0,SEDANG
301,DKI3 (Jagakarsa),23.0,7.0,30.0,90.0,8.0,SEDANG
302,DKI3 (Jagakarsa),24.0,7.0,24.0,84.0,9.0,SEDANG
303,DKI3 (Jagakarsa),37.0,7.0,17.0,82.0,5.0,SEDANG
304,DKI3 (Jagakarsa),46.0,8.0,18.0,91.0,5.0,SEDANG
305,DKI3 (Jagakarsa),45.0,8.0,18.0,84.0,5.0,SEDANG
306,DKI3 (Jagakarsa),43.0,7.0,22.0,69.0,8.0,SEDANG
307,DKI3 (Jagakarsa),62.0,8.0,39.0,85.0,10.0,SEDANG
308,DKI3 (Jagakarsa),56.0,19.0,45.0,103.0,10.0,TIDAK SEHAT
309,DKI3 (Jagakarsa),41.0,19.0,32.0,110.0,6.0,TIDAK SEHAT
310,DKI3 (Jagakarsa),31.0,8.0,24.0,83.0,7.0,SEDANG
311,DKI3 (Jagakarsa),25.0,8.0,35.0,107.0,9.0,TIDAK SEHAT
312,DKI3 (Jagakarsa),51.0,8.0,20.0,107.0,5.0,TIDAK SEHAT
313,DKI3 (Jagakarsa),51.0,8.0,19.0,101.0,5.0,TIDAK SEHAT
314,DKI3 (Jagakarsa),51.0,7.0,27.0,88.0,13.0,SEDANG
315,DKI3 (Jagakarsa),39.0,10.0,21.0,99.0,10.0,SEDANG
316,DKI3 (Jagakarsa),43.0,8.0,22.0,93.0,13.0,SEDANG
317,DKI3 (Jagakarsa),51.0,9.0,38.0,107.0,15.0,TIDAK SEHAT
318,DKI3 (Jagakarsa),36.0,8.0,19.0,121.0,8.0,TIDAK SEHAT
319,DKI3 (Jagakarsa),27.0,7.0,22.0,88.0,8.0,SEDANG
320,DKI3 (Jagakarsa),29.0,9.0,21.0,97.0,6.0,SEDANG
321,DKI3 (Jagakarsa),31.0,8.0,24.0,80.0,10.0,SEDANG
322,DKI3 (Jagakarsa),30.0,8.0,24.0,80.0,9.0,SEDANG
323,DKI3 (Jagakarsa),45.0,9.0,24.0,55.0,8.0,SEDANG
324,DKI3 (Jagakarsa),49.0,10.0,23.0,55.0,12.0,SEDANG
325,DKI3 (Jagakarsa),37.0,8.0,47.0,139.0,8.0,TIDAK SEHAT
326,DKI3 (Jagakarsa),42.0,8.0,19.0,78.0,10.0,SEDANG
327,DKI3 (Jagakarsa),51.0,9.0,33.0,88.0,8.0,SEDANG
