,stasiun,pm10,so2,co,o3,no2,categori
88,DKI1 (Bunderan HI),60.0,2.0,35.0,65.0,19.0,SEDANG
89,DKI1 (Bunderan HI),76.0,2.0,42.0,73.0,21.0,SEDANG
90,DKI1 (Bunderan HI),64.0,2.0,30.0,58.0,14.0,SEDANG
91,DKI1 (Bunderan HI),53.0,1.0,33.0,53.0,16.0,SEDANG
92,DKI1 (Bunderan HI),55.0,2.0,18.0,63.0,19.0,SEDANG
93,DKI1 (Bunderan HI),71.0,3.0,35.0,49.0,21.0,SEDANG
94,DKI1 (Bunderan HI),74.0,3.0,37.0,69.0,23.0,SEDANG
95,DKI1 (Bunderan HI),89.0,3.0,53.0,108.0,26.0,TIDAK SEHAT
96,DKI1 (Bunderan HI),71.0,2.0,37.0,114.0,18.0,TIDAK SEHAT
97,DKI1 (Bunderan HI),54.0,2.0,18.0,37.0,10.0,SEDANG
98,DKI1 (Bunderan HI),46.0,1.0,23.0,63.0,12.0,SEDANG
99,DKI1 (Bunderan HI),56.0,2.0,40.0,69.0,22.0,SEDANG
100,DKI1 (Bunderan HI),66.0,2.0,34.0,56.0,23.0,SEDANG
101,DKI1 (Bunderan HI),71.0,2.0,43.0,111.0,27.0,TIDAK SEHAT
102,DKI1 (Bunderan HI),62.0,2.0,35.0,73.0,17.0,SEDANG
103,DKI1 (Bunderan HI),56.0,2.0,33.0,47.0,16.0,SEDANG
104,DKI1 (Bunderan HI),51.0,1.0,23.0,89.0,16.0,SEDANG
105,DKI1 (Bunderan HI),47.0,2.0,23.0,57.0,11.0,SEDANG
106,DKI1 (Bunderan HI),56.0,2.0,42.0,66.0,25.0,SEDANG
107,DKI1 (Bunderan HI),56.0,2.0,37.0,94.0,23.0,SEDANG
108,DKI1 (Bunderan HI),61.0,2.0,28.0,47.0,14.0,SEDANG
109,DKI1 (Bunderan HI),54.0,3.0,33.0,62.0,15.0,SEDANG
110,DKI1 (Bunderan HI),56.0,2.0,33.0,54.0,21.0,SEDANG
111,DKI1 (Bunderan HI),34.0,1.0,22.0,27.0,8.0,BAIK
112,DKI1 (Bunderan HI),34.0,1.0,15.0,44.0,7.0,BAIK
113,DKI1 (Bunderan HI),47.0,1.0,22.0,52.0,7.0,SEDANG
114,DKI1 (Bunderan HI),47.0,1.0,30.0,61.0,11.0,SEDANG
115,DKI1 (Bunderan HI),60.0,1.0,37.0,117.0,32.0,TIDAK SEHAT
116,DKI1 (Bunderan HI),49.0,1.0,31.0,121.0,22.0,TIDAK SEHAT
117,DKI1 (Bunderan HI),60.0,2.0,46.0,88.0,20.0,SEDANG
118,DKI1 (Bunderan HI),65.0,2.0,32.0,99.0,20.0,SEDANG
119,DKI1 (Bunderan HI),68.0,2.0,26.0,75.0,19.0,SEDANG
120,DKI1 (Bunderan HI),56.0,1.0,32.0,68.0,12.0,SEDANG
121,DKI1 (Bunderan HI),73.0,2.0,53.0,77.0,20.0,SEDANG
122,DKI1 (Bunderan HI),64.0,2.0,32.0,66.0,12.0,SEDANG
123,DKI1 (Bunderan HI),82.0,1.0,43.0,63.0,13.0,SEDANG
124,DKI1 (Bunderan HI),70.0,2.0,16.0,62.0,12.0,SEDANG
125,DKI1 (Bunderan HI),56.0,2.0,33.0,48.0,19.0,SEDANG
126,DKI1 (Bunderan HI),71.0,3.0,27.0,54.0,12.0,SEDANG
127,DKI1 (Bunderan HI),74.0,3.0,18.0,64.0,12.0,SEDANG
128,DKI1 (Bunderan HI),72.0,1.0,15.0,61.0,12.0,SEDANG
129,DKI1 (Bunderan HI),75.0,3.0,28.0,58.0,18.0,SEDANG
130,DKI1 (Bunderan HI),81.0,1.0,28.0,53.0,16.0,SEDANG
131,DKI1 (Bunderan HI),53.0,1.0,31.0,43.0,17.0,SEDANG
132,DKI1 (Bunderan HI),62.0,2.0,28.0,55.0,16.0,SEDANG
133,DKI1 (Bunderan HI),58.0,2.0,32.0,74.0,25.0,SEDANG
134,DKI1 (Bunderan HI),61.0,3.0,32.0,76.0,19.0,SEDANG
135,DKI1 (Bunderan HI),56.0,1.0,32.0,70.0,18.0,SEDANG
136,DKI1 (Bunderan HI),57.0,2.0,35.0,37.0,15.0,SEDANG
137,DKI1 (Bunderan HI),74.0,3.0,45.0,57.0,22.0,SEDANG
138,DKI1 (Bunderan HI),72.0,2.0,34.0,48.0,28.0,SEDANG
139,DKI1 (Bunderan HI),57.0,2.0,33.0,45.0,28.0,SEDANG
140,DKI1 (Bunderan HI),69.0,3.0,25.0,46.0,18.0,SEDANG
141,DKI1 (Bunderan HI),66.0,3.0,29.0,72.0,21.0,SEDANG
142,DKI1 (Bunderan HI),73.0,3.0,30.0,63.0,28.0,SEDANG
143,DKI1 (Bunderan HI),39.0,1.0,34.0,91.0,28.0,SEDANG
144,DKI1 (Bunderan HI),32.0,4.0,31.0,69.0,24.0,SEDANG
145,DKI1 (Bunderan HI),66.0,2.0,36.0,37.0,16.0,SEDANG
146,DKI1 (Bunderan HI),59.0,3.0,45.0,83.0,24.0,SEDANG
147,DKI1 (Bunderan HI),63.0,2.0,30.0,78.0,24.0,SEDANG
148,DKI1 (Bunderan HI),77.0,2.0,24.0,68.0,25.0,SEDANG
149,DKI1 (Bunderan HI),59.0,2.0,14.0,74.0,16.0,SEDANG
150,DKI1 (Bunderan HI),67.0,3.0,13.0,48.0,18.0,SEDANG
151,DKI1 (Bunderan HI),58.0,3.0,10.0,51.0,17.0,SEDANG
152,DKI1 (Bunderan HI),70.0,3.0,6.0,61.0,19.0,SEDANG
153,DKI1 (Bunderan HI),56.0,3.0,20.0,50.0,22.0,SEDANG
154,DKI1 (Bunderan HI),52.0,2.0,20.0,48.0,11.0,SEDANG
155,DKI1 (Bunderan HI),50.0,2.0,20.0,24.0,11.0,BAIK
156,DKI1 (Bunderan HI),56.0,3.0,33.0,4.0,14.0,SEDANG
157,DKI1 (Bunderan HI),53.0,3.0,28.0,4.0,13.0,SEDANG
158,DKI1 (Bunderan HI),47.0,2.0,31.0,3.0,11.0,BAIK
159,DKI1 (Bunderan HI),55.0,2.0,42.0,4.0,18.0,SEDANG
160,DKI1 (Bunderan HI),39.0,1.0,32.0,3.0,14.0,BAIK
161,DKI1 (Bunderan HI),67.0,2.0,53.0,6.0,29.0,SEDANG
162,DKI1 (Bunderan HI),86.0,4.0,46.0,6.0,21.0,SEDANG
163,DKI1 (Bunderan HI),60.0,2.0,42.0,5.0,17.0,SEDANG
164,DKI1 (Bunderan HI),66.0,2.0,35.0,5.0,19.0,SEDANG
165,DKI1 (Bunderan HI),37.0,1.0,33.0,3.0,9.0,BAIK
166,DKI1 (Bunderan HI),66.0,2.0,58.0,4.0,25.0,SEDANG
167,DKI1 (Bunderan HI),56.0,4.0,51.0,41.0,13.0,SEDANG
168,DKI1 (Bunderan HI),60.0,4.0,26.0,44.0,13.0,SEDANG
169,DKI1 (Bunderan HI),83.0,2.0,71.0,94.0,21.0,SEDANG
170,DKI1 (Bunderan HI),71.0,3.0,53.0,69.0,19.0,SEDANG
171,DKI1 (Bunderan HI),62.0,4.0,54.0,31.0,21.0,SEDANG
172,DKI1 (Bunderan HI),54.0,5.0,33.0,35.0,15.0,SEDANG
173,DKI1 (Bunderan HI),58.0,4.0,40.0,49.0,17.0,SEDANG
174,DKI1 (Bunderan HI),71.0,4.0,53.0,66.0,30.0,SEDANG
175,DKI1 (Bunderan HI),77.0,4.0,48.0,46.0,16.0,SEDANG
176,DKI1 (Bunderan HI),61.0,5.0,34.0,63.0,11.0,SEDANG
177,DKI1 (Bunderan HI),67.0,5.0,36.0,100.0,18.0,SEDANG
178,DKI1 (Bunderan HI),77.0,5.0,36.0,104.0,21.0,TIDAK SEHAT
179,DKI1 (Bunderan HI),85.0,10.0,34.0,93.0,18.0,SEDANG
180,DKI1 (Bunderan HI),83.0,6.0,58.0,74.0,26.0,SEDANG
181,DKI1 (Bunderan HI),58.0,11.0,38.0,46.0,19.0,SEDANG
182,DKI1 (Bunderan HI),63.0,11.0,33.0,47.0,13.0,SEDANG
183,DKI1 (Bunderan HI),62.0,8.0,35.0,39.0,12.0,SEDANG
184,DKI1 (Bunderan HI),55.0,7.0,31.0,35.0,20.0,SEDANG
185,DKI1 (Bunderan HI),67.0,8.0,43.0,58.0,21.0,SEDANG
186,DKI1 (Bunderan HI),55.0,5.0,43.0,41.0,23.0,SEDANG
187,DKI1 (Bunderan HI),57.0,7.0,51.0,23.0,22.0,SEDANG
188,DKI1 (Bunderan HI),52.0,6.0,49.0,21.0,22.0,SEDANG
189,DKI1 (Bunderan HI),58.0,8.0,46.0,37.0,15.0,SEDANG
190,DKI1 (Bunderan HI),61.0,7.0,33.0,40.0,12.0,SEDANG
191,DKI1 (Bunderan HI),74.0,13.0,38.0,67.0,17.0,SEDANG
192,DKI1 (Bunderan HI),70.0,7.0,36.0,91.0,18.0,SEDANG
193,DKI1 (Bunderan HI),57.0,7.0,37.0,67.0,20.0,SEDANG
194,DKI1 (Bunderan HI),80.0,10.0,39.0,75.0,26.0,SEDANG
195,DKI1 (Bunderan HI),60.0,6.0,45.0,58.0,21.0,SEDANG
196,DKI1 (Bunderan HI),60.0,5.0,36.0,76.0,19.0,SEDANG
197,DKI1 (Bunderan HI),35.0,4.0,32.0,47.0,20.0,BAIK
198,DKI1 (Bunderan HI),65.0,8.0,46.0,59.0,19.0,SEDANG
199,DKI1 (Bunderan HI),75.0,8.0,43.0,51.0,23.0,SEDANG
200,DKI1 (Bunderan HI),68.0,6.0,43.0,88.0,25.0,SEDANG
201,DKI1 (Bunderan HI),75.0,7.0,45.0,59.0,20.0,SEDANG
202,DKI1 (Bunderan HI),64.0,12.0,41.0,66.0,21.0,SEDANG
203,DKI1 (Bunderan HI),72.0,9.0,30.0,76.0,16.0,SEDANG
204,DKI1 (Bunderan HI),69.0,6.0,56.0,68.0,22.0,SEDANG
205,DKI1 (Bunderan HI),56.0,4.0,40.0,52.0,19.0,SEDANG
206,DKI1 (Bunderan HI),71.0,9.0,54.0,36.0,21.0,SEDANG
207,DKI1 (Bunderan HI),58.0,8.0,31.0,57.0,17.0,SEDANG
208,DKI1 (Bunderan HI),63.0,8.0,44.0,44.0,13.0,SEDANG
209,DKI1 (Bunderan HI),52.0,7.0,23.0,38.0,8.0,SEDANG
210,DKI1 (Bunderan HI),58.0,7.0,24.0,68.0,15.0,SEDANG
211,DKI1 (Bunderan HI),67.0,5.0,58.0,65.0,24.0,SEDANG
212,DKI1 (Bunderan HI),70.0,9.0,35.0,77.0,19.0,SEDANG
213,DKI1 (Bunderan HI),62.0,8.0,35.0,56.0,20.0,SEDANG
214,DKI1 (Bunderan HI),61.0,7.0,32.0,72.0,21.0,SEDANG
215,DKI1 (Bunderan HI),70.0,10.0,32.0,74.0,17.0,SEDANG
216,DKI1 (Bunderan HI),56.0,6.0,31.0,42.0,15.0,SEDANG
217,DKI1 (Bunderan HI),57.0,8.0,30.0,49.0,16.0,SEDANG
218,DKI1 (Bunderan HI),61.0,7.0,19.0,51.0,11.0,SEDANG
219,DKI1 (Bunderan HI),65.0,6.0,33.0,50.0,27.0,SEDANG
220,DKI1 (Bunderan HI),78.0,7.0,32.0,89.0,19.0,SEDANG
221,DKI1 (Bunderan HI),55.0,4.0,19.0,78.0,17.0,SEDANG
222,DKI1 (Bunderan HI),67.0,6.0,58.0,88.0,12.0,SEDANG
223,DKI1 (Bunderan HI),53.0,4.0,21.0,74.0,12.0,SEDANG
224,DKI1 (Bunderan HI),56.0,4.0,19.0,79.0,11.0,SEDANG
225,DKI1 (Bunderan HI),53.0,5.0,23.0,74.0,13.0,SEDANG
226,DKI1 (Bunderan HI),51.0,5.0,23.0,86.0,14.0,SEDANG
227,DKI1 (Bunderan HI),57.0,8.0,21.0,74.0,18.0,SEDANG
228,DKI1 (Bunderan HI),56.0,8.0,22.0,62.0,13.0,SEDANG
229,DKI1 (Bunderan HI),58.0,9.0,25.0,39.0,14.0,SEDANG
230,DKI1 (Bunderan HI),57.0,9.0,23.0,68.0,10.0,SEDANG
231,DKI1 (Bunderan HI),55.0,6.0,18.0,65.0,10.0,SEDANG
232,DKI1 (Bunderan HI),50.0,4.0,25.0,77.0,12.0,SEDANG
233,DKI1 (Bunderan HI),54.0,7.0,26.0,66.0,14.0,SEDANG
234,DKI1 (Bunderan HI),58.0,9.0,27.0,66.0,19.0,SEDANG
235,DKI1 (Bunderan HI),67.0,9.0,30.0,72.0,19.0,SEDANG
236,DKI1 (Bunderan HI),69.0,8.0,27.0,63.0,14.0,SEDANG
237,DKI1 (Bunderan HI),75.0,10.0,30.0,58.0,22.0,SEDANG
238,DKI1 (Bunderan HI),69.0,9.0,26.0,58.0,19.0,SEDANG
239,DKI1 (Bunderan HI),64.0,9.0,15.0,57.0,10.0,SEDANG
240,DKI1 (Bunderan HI),62.0,9.0,25.0,48.0,12.0,SEDANG
241,DKI1 (Bunderan HI),61.0,9.0,27.0,58.0,14.0,SEDANG
242,DKI1 (Bunderan HI),68.0,8.0,28.0,72.0,23.0,SEDANG
243,DKI1 (Bunderan HI),63.0,9.0,27.0,49.0,12.0,SEDANG
244,DKI1 (Bunderan HI),69.0,9.0,30.0,53.0,16.0,SEDANG
245,DKI1 (Bunderan HI),58.0,6.0,28.0,49.0,15.0,SEDANG
246,DKI1 (Bunderan HI),61.0,9.0,15.0,67.0,13.0,SEDANG
247,DKI1 (Bunderan HI),62.0,9.0,28.0,77.0,15.0,SEDANG
248,DKI1 (Bunderan HI),69.0,7.0,35.0,74.0,24.0,SEDANG
249,DKI1 (Bunderan HI),68.0,6.0,33.0,82.0,19.0,SEDANG
250,DKI1 (Bunderan HI),72.0,8.0,29.0,98.0,24.0,SEDANG
251,DKI1 (Bunderan HI),67.0,7.0,31.0,74.0,19.0,SEDANG
252,DKI1 (Bunderan HI),70.0,9.0,32.0,64.0,19.0,SEDANG
253,DKI1 (Bunderan HI),62.0,5.0,26.0,72.0,14.0,SEDANG
254,DKI1 (Bunderan HI),68.0,7.0,34.0,68.0,20.0,SEDANG
255,DKI1 (Bunderan HI),80.0,9.0,35.0,74.0,21.0,SEDANG
256,DKI1 (Bunderan HI),66.0,10.0,33.0,57.0,18.0,SEDANG
257,DKI1 (Bunderan HI),71.0,10.0,29.0,48.0,17.0,SEDANG
258,DKI1 (Bunderan HI),73.0,8.0,32.0,66.0,22.0,SEDANG
259,DKI1 (Bunderan HI),65.0,7.0,28.0,90.0,19.0,SEDANG
260,DKI1 (Bunderan HI),51.0,5.0,24.0,81.0,15.0,SEDANG
261,DKI1 (Bunderan HI),55.0,8.0,35.0,44.0,17.0,BAIK
262,DKI1 (Bunderan HI),55.0,9.0,34.0,81.0,26.0,SEDANG
263,DKI1 (Bunderan HI),64.0,7.0,30.0,62.0,17.0,SEDANG
264,DKI1 (Bunderan HI),71.0,8.0,30.0,74.0,19.0,SEDANG
265,DKI1 (Bunderan HI),68.0,9.0,32.0,49.0,18.0,SEDANG
266,DKI1 (Bunderan HI),62.0,7.0,25.0,94.0,19.0,SEDANG
267,DKI1 (Bunderan HI),65.0,6.0,33.0,89.0,16.0,SEDANG
268,DKI1 (Bunderan HI),66.0,8.0,30.0,71.0,27.0,SEDANG
269,DKI1 (Bunderan HI),64.0,9.0,27.0,48.0,22.0,SEDANG
270,DKI1 (Bunderan HI),63.0,10.0,27.0,64.0,30.0,SEDANG
271,DKI1 (Bunderan HI),67.0,7.0,26.0,80.0,19.0,SEDANG
272,DKI1 (Bunderan HI),65.0,8.0,31.0,76.0,19.0,SEDANG
273,DKI1 (Bunderan HI),70.0,10.0,26.0,66.0,18.0,SEDANG
274,DKI1 (Bunderan HI),72.0,11.0,26.0,69.0,12.0,SEDANG
275,DKI1 (Bunderan HI),69.0,8.0,29.0,60.0,18.0,SEDANG
276,DKI1 (Bunderan HI),85.0,10.0,33.0,79.0,23.0,SEDANG
277,DKI1 (Bunderan HI),78.0,9.0,31.0,81.0,21.0,SEDANG
278,DKI1 (Bunderan HI),71.0,8.0,33.0,78.0,24.0,SEDANG
279,DKI1 (Bunderan HI),71.0,9.0,31.0,72.0,19.0,SEDANG
280,DKI1 (Bunderan HI),74.0,9.0,31.0,88.0,18.0,SEDANG
281,DKI1 (Bunderan HI),75.0,5.0,30.0,123.0,18.0,TIDAK SEHAT
282,DKI1 (Bunderan HI),67.0,8.0,31.0,80.0,17.0,SEDANG
283,DKI1 (Bunderan HI),72.0,10.0,32.0,58.0,22.0,SEDANG
284,DKI1 (Bunderan HI),60.0,10.0,29.0,69.0,19.0,SEDANG
285,DKI1 (Bunderan HI),61.0,8.0,31.0,59.0,21.0,SEDANG
286,DKI1 (Bunderan HI),64.0,9.0,30.0,84.0,21.0,SEDANG
287,DKI1 (Bunderan HI),62.0,10.0,29.0,94.0,18.0,SEDANG
288,DKI1 (Bunderan HI),59.0,5.0,20.0,76.0,14.0,SEDANG
289,DKI1 (Bunderan HI),60.0,6.0,30.0,66.0,15.0,SEDANG
290,DKI1 (Bunderan HI),56.0,6.0,18.0,57.0,11.0,SEDANG
291,DKI1 (Bunderan HI),65.0,9.0,25.0,49.0,14.0,SEDANG
292,DKI1 (Bunderan HI),65.0,10.0,20.0,44.0,12.0,SEDANG
293,DKI1 (Bunderan HI),59.0,9.0,23.0,48.0,10.0,SEDANG
294,DKI1 (Bunderan HI),72.0,8.0,37.0,97.0,18.0,SEDANG
295,DKI1 (Bunderan HI),47.0,7.0,19.0,65.0,12.0,SEDANG
296,DKI1 (Bunderan HI),63.0,8.0,31.0,93.0,19.0,SEDANG
297,DKI1 (Bunderan HI),66.0,9.0,30.0,52.0,18.0,SEDANG
298,DKI1 (Bunderan HI),66.0,8.0,33.0,60.0,25.0,SEDANG
299,DKI1 (Bunderan HI),65.0,7.0,38.0,99.0,22.0,SEDANG
300,DKI1 (Bunderan HI),82.0,11.0,38.0,70.0,30.0,SEDANG
301,DKI1 (Bunderan HI),78.0,9.0,35.0,70.0,18.0,SEDANG
302,DKI1 (Bunderan HI),74.0,8.0,41.0,70.0,18.0,SEDANG
303,DKI1 (Bunderan HI),58.0,9.0,30.0,52.0,15.0,SEDANG
304,DKI1 (Bunderan HI),65.0,8.0,42.0,63.0,23.0,SEDANG
305,DKI1 (Bunderan HI),69.0,7.0,59.0,81.0,24.0,SEDANG
306,DKI1 (Bunderan HI),76.0,8.0,38.0,81.0,20.0,SEDANG
307,DKI1 (Bunderan HI),69.0,8.0,34.0,84.0,22.0,SEDANG
308,DKI1 (Bunderan HI),59.0,8.0,44.0,74.0,23.0,SEDANG
309,DKI1 (Bunderan HI),55.0,9.0,28.0,76.0,13.0,SEDANG
310,DKI1 (Bunderan HI),66.0,8.0,30.0,83.0,21.0,SEDANG
311,DKI1 (Bunderan HI),71.0,8.0,31.0,89.0,18.0,SEDANG
312,DKI1 (Bunderan HI),74.0,7.0,32.0,99.0,19.0,SEDANG
313,DKI1 (Bunderan HI),75.0,10.0,36.0,85.0,28.0,SEDANG
314,DKI1 (Bunderan HI),75.0,9.0,35.0,84.0,25.0,SEDANG
315,DKI1 (Bunderan HI),59.0,8.0,49.0,43.0,19.0,SEDANG
316,DKI1 (Bunderan HI),75.0,10.0,42.0,69.0,21.0,SEDANG
317,DKI1 (Bunderan HI),60.0,5.0,37.0,87.0,19.0,SEDANG
318,DKI1 (Bunderan HI),68.0,6.0,60.0,114.0,20.0,TIDAK SEHAT
319,DKI1 (Bunderan HI),62.0,8.0,33.0,98.0,18.0,SEDANG
320,DKI1 (Bunderan HI),58.0,9.0,33.0,56.0,16.0,SEDANG
321,DKI1 (Bunderan HI),49.0,5.0,32.0,58.0,13.0,SEDANG
322,DKI1 (Bunderan HI),48.0,7.0,29.0,43.0,12.0,BAIK
323,DKI1 (Bunderan HI),48.0,8.0,26.0,29.0,9.0,BAIK
324,DKI1 (Bunderan HI),39.0,8.0,21.0,19.0,9.0,BAIK
325,DKI1 (Bunderan HI),51.0,9.0,28.0,37.0,16.0,SEDANG
326,DKI1 (Bunderan HI),58.0,11.0,26.0,46.0,13.0,SEDANG
327,DKI1 (Bunderan HI),59.0,13.0,27.0,59.0,17.0,SEDANG
328,DKI1 (Bunderan HI),62.0,7.0,20.0,67.0,14.0,SEDANG
329,DKI1 (Bunderan HI),55.0,10.0,27.0,78.0,12.0,SEDANG
330,DKI1 (Bunderan HI),63.0,12.0,27.0,33.0,17.0,SEDANG
