,stasiun,pm10,so2,co,o3,no2,categori
331,DKI1 (Bunderan HI),58.0,10.0,35.0,65.0,20.0,SEDANG
332,DKI1 (Bunderan HI),80.0,13.0,32.0,67.0,18.0,SEDANG
333,DKI1 (Bunderan HI),52.0,8.0,28.0,71.0,15.0,SEDANG
334,DKI1 (Bunderan HI),61.0,9.0,31.0,100.0,24.0,SEDANG
335,DKI1 (Bunderan HI),61.0,6.0,19.0,83.0,16.0,SEDANG
336,DKI1 (Bunderan HI),72.0,7.0,32.0,93.0,19.0,SEDANG
337,DKI1 (Bunderan HI),75.0,5.0,37.0,106.0,18.0,TIDAK SEHAT
338,DKI1 (Bunderan HI),72.0,7.0,38.0,83.0,15.0,SEDANG
339,DKI1 (Bunderan HI),57.0,7.0,33.0,76.0,13.0,SEDANG
340,DKI1 (Bunderan HI),56.0,6.0,42.0,78.0,17.0,SEDANG
341,DKI1 (Bunderan HI),64.0,18.0,37.0,19.0,14.0,SEDANG
342,DKI1 (Bunderan HI),49.0,18.0,34.0,19.0,13.0,BAIK
343,DKI1 (Bunderan HI),56.0,18.0,57.0,19.0,12.0,SEDANG
344,DKI1 (Bunderan HI),39.0,18.0,38.0,19.0,9.0,BAIK
345,DKI1 (Bunderan HI),64.0,18.0,66.0,77.0,3.0,SEDANG
346,DKI1 (Bunderan HI),43.0,2.0,41.0,88.0,21.0,SEDANG
347,DKI1 (Bunderan HI),38.0,2.0,39.0,65.0,21.0,SEDANG
348,DKI1 (Bunderan HI),71.0,4.0,43.0,61.0,20.0,SEDANG
349,DKI1 (Bunderan HI),61.0,5.0,32.0,79.0,17.0,SEDANG
350,DKI1 (Bunderan HI),55.0,3.0,50.0,58.0,12.0,SEDANG
351,DKI1 (Bunderan HI),55.0,4.0,50.0,34.0,9.0,BAIK
352,DKI1 (Bunderan HI),55.0,4.0,50.0,40.0,10.0,BAIK
353,DKI1 (Bunderan HI),40.0,4.0,32.0,43.0,10.0,BAIK
354,DKI1 (Bunderan HI),57.0,9.0,32.0,63.0,12.0,SEDANG
355,DKI1 (Bunderan HI),57.0,5.0,21.0,61.0,12.0,SEDANG
356,DKI1 (Bunderan HI),63.0,4.0,33.0,52.0,15.0,SEDANG
357,DKI1 (Bunderan HI),61.0,7.0,28.0,51.0,11.0,SEDANG
358,DKI1 (Bunderan HI),50.0,4.0,21.0,55.0,12.0,SEDANG
359,DKI1 (Bunderan HI),41.0,4.0,26.0,53.0,12.0,SEDANG
360,DKI1 (Bunderan HI),28.0,2.0,26.0,52.0,13.0,SEDANG
361,DKI1 (Bunderan HI),77.0,3.0,39.0,54.0,13.0,SEDANG
362,DKI1 (Bunderan HI),55.0,4.0,29.0,58.0,12.0,SEDANG
363,DKI1 (Bunderan HI),60.0,5.0,40.0,68.0,13.0,SEDANG
364,DKI1 (Bunderan HI),55.0,7.0,30.0,56.0,14.0,SEDANG
365,DKI1 (Bunderan HI),39.0,4.0,18.0,48.0,10.0,BAIK
366,DKI1 (Bunderan HI),27.0,2.0,18.0,45.0,6.0,BAIK
367,DKI1 (Bunderan HI),40.0,5.0,27.0,52.0,13.0,SEDANG
368,DKI1 (Bunderan HI),51.0,3.0,31.0,57.0,12.0,SEDANG
369,DKI1 (Bunderan HI),50.0,5.0,39.0,41.0,10.0,BAIK
370,DKI1 (Bunderan HI),39.0,3.0,24.0,56.0,10.0,SEDANG
371,DKI1 (Bunderan HI),51.0,4.0,28.0,75.0,21.0,SEDANG
372,DKI1 (Bunderan HI),44.0,1.0,25.0,71.0,13.0,SEDANG
373,DKI1 (Bunderan HI),40.0,6.0,39.0,54.0,15.0,SEDANG
374,DKI1 (Bunderan HI),54.0,9.0,36.0,53.0,16.0,SEDANG
375,DKI1 (Bunderan HI),46.0,3.0,29.0,54.0,10.0,SEDANG
376,DKI1 (Bunderan HI),50.0,4.0,39.0,46.0,14.0,BAIK
377,DKI1 (Bunderan HI),51.0,2.0,33.0,56.0,18.0,SEDANG
378,DKI1 (Bunderan HI),39.0,1.0,25.0,55.0,15.0,SEDANG
379,DKI1 (Bunderan HI),38.0,1.0,26.0,57.0,15.0,SEDANG
380,DKI1 (Bunderan HI),54.0,2.0,23.0,53.0,13.0,SEDANG
381,DKI1 (Bunderan HI),44.0,2.0,28.0,52.0,15.0,SEDANG
382,DKI1 (Bunderan HI),59.0,7.0,29.0,51.0,15.0,SEDANG
383,DKI1 (Bunderan HI),48.0,2.0,26.0,53.0,15.0,SEDANG
384,DKI1 (Bunderan HI),59.0,4.0,41.0,50.0,17.0,SEDANG
385,DKI1 (Bunderan HI),53.0,2.0,23.0,53.0,15.0,SEDANG
386,DKI1 (Bunderan HI),60.0,3.0,32.0,56.0,12.0,SEDANG
387,DKI1 (Bunderan HI),65.0,2.0,29.0,51.0,13.0,SEDANG
388,DKI1 (Bunderan HI),55.0,1.0,26.0,52.0,11.0,SEDANG
389,DKI1 (Bunderan HI),55.0,1.0,25.0,49.0,12.0,BAIK
390,DKI1 (Bunderan HI),55.0,2.0,24.0,42.0,10.0,BAIK
391,DKI1 (Bunderan HI),55.0,1.0,23.0,46.0,10.0,BAIK
392,DKI1 (Bunderan HI),55.0,1.0,23.0,48.0,12.0,BAIK
393,DKI1 (Bunderan HI),55.0,4.0,15.0,39.0,12.0,BAIK
394,DKI1 (Bunderan HI),55.0,4.0,30.0,34.0,15.0,BAIK
395,DKI1 (Bunderan HI),55.0,3.0,32.0,46.0,16.0,BAIK
396,DKI1 (Bunderan HI),55.0,2.0,37.0,53.0,16.0,SEDANG
397,DKI1 (Bunderan HI),51.0,2.0,40.0,48.0,17.0,SEDANG
398,DKI1 (Bunderan HI),56.0,4.0,35.0,47.0,13.0,SEDANG
399,DKI1 (Bunderan HI),47.0,5.0,30.0,46.0,15.0,BAIK
400,DKI1 (Bunderan HI),55.0,2.0,56.0,54.0,20.0,SEDANG
401,DKI1 (Bunderan HI),46.0,3.0,36.0,47.0,20.0,BAIK
402,DKI1 (Bunderan HI),57.0,5.0,32.0,53.0,15.0,SEDANG
403,DKI1 (Bunderan HI),58.0,2.0,28.0,57.0,11.0,SEDANG
404,DKI1 (Bunderan HI),67.0,5.0,31.0,49.0,15.0,SEDANG
405,DKI1 (Bunderan HI),58.0,5.0,28.0,45.0,18.0,SEDANG
406,DKI1 (Bunderan HI),59.0,5.0,29.0,43.0,13.0,SEDANG
407,DKI1 (Bunderan HI),73.0,13.0,47.0,42.0,14.0,SEDANG
408,DKI1 (Bunderan HI),87.0,7.0,42.0,54.0,25.0,SEDANG
409,DKI1 (Bunderan HI),55.0,4.0,38.0,41.0,16.0,BAIK
410,DKI1 (Bunderan HI),75.0,7.0,37.0,48.0,16.0,SEDANG
411,DKI1 (Bunderan HI),77.0,7.0,35.0,59.0,21.0,SEDANG
412,DKI1 (Bunderan HI),46.0,8.0,29.0,55.0,13.0,SEDANG
413,DKI1 (Bunderan HI),46.0,6.0,32.0,43.0,12.0,BAIK
414,DKI1 (Bunderan HI),34.0,4.0,34.0,41.0,13.0,BAIK
415,DKI1 (Bunderan HI),44.0,4.0,38.0,41.0,17.0,BAIK
416,DKI1 (Bunderan HI),54.0,5.0,43.0,53.0,25.0,SEDANG
417,DKI1 (Bunderan HI),52.0,5.0,43.0,39.0,17.0,SEDANG
418,DKI1 (Bunderan HI),63.0,4.0,57.0,53.0,28.0,SEDANG
419,DKI1 (Bunderan HI),94.0,7.0,90.0,49.0,34.0,SEDANG
420,DKI1 (Bunderan HI),72.0,5.0,36.0,47.0,16.0,SEDANG
421,DKI1 (Bunderan HI),59.0,3.0,26.0,70.0,12.0,SEDANG
422,DKI1 (Bunderan HI),61.0,8.0,33.0,71.0,20.0,SEDANG
423,DKI1 (Bunderan HI),59.0,8.0,30.0,60.0,17.0,SEDANG
424,DKI1 (Bunderan HI),65.0,6.0,31.0,60.0,16.0,SEDANG
425,DKI1 (Bunderan HI),88.0,10.0,42.0,101.0,26.0,TIDAK SEHAT
426,DKI1 (Bunderan HI),77.0,6.0,38.0,70.0,26.0,SEDANG
427,DKI1 (Bunderan HI),72.0,6.0,30.0,58.0,23.0,SEDANG
428,DKI1 (Bunderan HI),78.0,5.0,45.0,60.0,16.0,SEDANG
429,DKI1 (Bunderan HI),68.0,3.0,40.0,63.0,22.0,SEDANG
430,DKI1 (Bunderan HI),83.0,5.0,49.0,50.0,21.0,SEDANG
431,DKI1 (Bunderan HI),61.0,6.0,51.0,47.0,20.0,SEDANG
432,DKI1 (Bunderan HI),85.0,7.0,62.0,60.0,26.0,SEDANG
433,DKI1 (Bunderan HI),69.0,7.0,36.0,63.0,22.0,SEDANG
434,DKI1 (Bunderan HI),86.0,12.0,67.0,63.0,27.0,SEDANG
435,DKI1 (Bunderan HI),80.0,4.0,50.0,58.0,14.0,SEDANG
436,DKI1 (Bunderan HI),80.0,4.0,45.0,84.0,26.0,SEDANG
437,DKI1 (Bunderan HI),77.0,7.0,52.0,71.0,22.0,SEDANG
438,DKI1 (Bunderan HI),66.0,10.0,36.0,70.0,18.0,SEDANG
439,DKI1 (Bunderan HI),80.0,11.0,48.0,107.0,27.0,TIDAK SEHAT
440,DKI1 (Bunderan HI),58.0,7.0,40.0,63.0,15.0,SEDANG
441,DKI1 (Bunderan HI),51.0,7.0,29.0,42.0,14.0,SEDANG
442,DKI1 (Bunderan HI),44.0,4.0,21.0,51.0,11.0,SEDANG
443,DKI1 (Bunderan HI),68.0,4.0,49.0,54.0,14.0,SEDANG
444,DKI1 (Bunderan HI),54.0,4.0,25.0,52.0,12.0,SEDANG
445,DKI1 (Bunderan HI),55.0,4.0,33.0,60.0,19.0,SEDANG
446,DKI1 (Bunderan HI),55.0,10.0,70.0,61.0,31.0,SEDANG
447,DKI1 (Bunderan HI),68.0,7.0,35.0,78.0,23.0,SEDANG
448,DKI1 (Bunderan HI),54.0,6.0,30.0,70.0,16.0,SEDANG
449,DKI1 (Bunderan HI),53.0,6.0,23.0,62.0,14.0,SEDANG
450,DKI1 (Bunderan HI),57.0,7.0,22.0,53.0,8.0,SEDANG
451,DKI1 (Bunderan HI),64.0,9.0,37.0,59.0,14.0,SEDANG
452,DKI1 (Bunderan HI),55.0,7.0,28.0,54.0,17.0,SEDANG
453,DKI1 (Bunderan HI),57.0,8.0,40.0,86.0,20.0,SEDANG
454,DKI1 (Bunderan HI),65.0,5.0,37.0,66.0,20.0,SEDANG
455,DKI1 (Bunderan HI),71.0,25.0,72.0,78.0,20.0,SEDANG
456,DKI1 (Bunderan HI),39.0,13.0,20.0,56.0,12.0,SEDANG
457,DKI1 (Bunderan HI),42.0,17.0,30.0,57.0,17.0,SEDANG
458,DKI1 (Bunderan HI),54.0,21.0,47.0,55.0,11.0,SEDANG
459,DKI1 (Bunderan HI),25.0,11.0,21.0,51.0,9.0,SEDANG
460,DKI1 (Bunderan HI),39.0,14.0,25.0,46.0,12.0,BAIK
461,DKI1 (Bunderan HI),51.0,17.0,27.0,50.0,13.0,SEDANG
462,DKI1 (Bunderan HI),65.0,22.0,62.0,58.0,21.0,SEDANG
463,DKI1 (Bunderan HI),45.0,18.0,21.0,54.0,15.0,SEDANG
464,DKI1 (Bunderan HI),40.0,15.0,30.0,48.0,10.0,BAIK
465,DKI1 (Bunderan HI),36.0,16.0,28.0,47.0,14.0,BAIK
466,DKI1 (Bunderan HI),41.0,17.0,36.0,58.0,20.0,SEDANG
467,DKI1 (Bunderan HI),66.0,24.0,40.0,88.0,21.0,SEDANG
468,DKI1 (Bunderan HI),66.0,25.0,48.0,94.0,16.0,SEDANG
469,DKI1 (Bunderan HI),64.0,16.0,30.0,66.0,14.0,SEDANG
470,DKI1 (Bunderan HI),34.0,18.0,46.0,42.0,15.0,BAIK
471,DKI1 (Bunderan HI),51.0,14.0,25.0,48.0,14.0,SEDANG
472,DKI1 (Bunderan HI),27.0,11.0,20.0,43.0,9.0,BAIK
473,DKI1 (Bunderan HI),60.0,25.0,48.0,64.0,13.0,SEDANG
474,DKI1 (Bunderan HI),43.0,17.0,30.0,41.0,11.0,BAIK
475,DKI1 (Bunderan HI),29.0,17.0,21.0,56.0,9.0,SEDANG
476,DKI1 (Bunderan HI),40.0,6.0,22.0,51.0,12.0,SEDANG
477,DKI1 (Bunderan HI),45.0,5.0,23.0,62.0,12.0,SEDANG
478,DKI1 (Bunderan HI),52.0,5.0,35.0,87.0,21.0,SEDANG
479,DKI1 (Bunderan HI),54.0,5.0,34.0,86.0,27.0,SEDANG
480,DKI1 (Bunderan HI),56.0,5.0,35.0,85.0,29.0,SEDANG
481,DKI1 (Bunderan HI),60.0,8.0,40.0,69.0,18.0,SEDANG
482,DKI1 (Bunderan HI),77.0,8.0,38.0,69.0,28.0,SEDANG
483,DKI1 (Bunderan HI),76.0,6.0,60.0,19.0,39.0,SEDANG
484,DKI1 (Bunderan HI),51.0,9.0,22.0,54.0,12.0,SEDANG
485,DKI1 (Bunderan HI),50.0,8.0,27.0,53.0,14.0,SEDANG
486,DKI1 (Bunderan HI),55.0,8.0,28.0,55.0,13.0,SEDANG
487,DKI1 (Bunderan HI),48.0,6.0,26.0,66.0,19.0,SEDANG
488,DKI1 (Bunderan HI),63.0,6.0,36.0,62.0,18.0,SEDANG
489,DKI1 (Bunderan HI),44.0,7.0,30.0,78.0,31.0,SEDANG
490,DKI1 (Bunderan HI),56.0,7.0,34.0,55.0,21.0,SEDANG
491,DKI1 (Bunderan HI),56.0,4.0,23.0,74.0,20.0,SEDANG
492,DKI1 (Bunderan HI),61.0,4.0,44.0,67.0,20.0,SEDANG
493,DKI1 (Bunderan HI),68.0,5.0,36.0,100.0,20.0,SEDANG
494,DKI1 (Bunderan HI),52.0,6.0,37.0,69.0,24.0,SEDANG
495,DKI1 (Bunderan HI),54.0,9.0,32.0,70.0,19.0,SEDANG
496,DKI1 (Bunderan HI),57.0,10.0,37.0,45.0,21.0,SEDANG
497,DKI1 (Bunderan HI),51.0,9.0,28.0,42.0,12.0,SEDANG
498,DKI1 (Bunderan HI),54.0,8.0,28.0,84.0,17.0,SEDANG
499,DKI1 (Bunderan HI),65.0,8.0,38.0,74.0,27.0,SEDANG
500,DKI1 (Bunderan HI),68.0,8.0,36.0,59.0,21.0,SEDANG
501,DKI1 (Bunderan HI),63.0,8.0,41.0,60.0,16.0,SEDANG
502,DKI1 (Bunderan HI),45.0,7.0,30.0,42.0,14.0,BAIK
503,DKI1 (Bunderan HI),47.0,7.0,39.0,49.0,20.0,BAIK
504,DKI1 (Bunderan HI),60.0,7.0,42.0,51.0,18.0,SEDANG
505,DKI1 (Bunderan HI),61.0,7.0,30.0,43.0,12.0,SEDANG
506,DKI1 (Bunderan HI),55.0,7.0,26.0,39.0,13.0,BAIK
507,DKI1 (Bunderan HI),55.0,8.0,53.0,96.0,20.0,SEDANG
508,DKI1 (Bunderan HI),55.0,6.0,37.0,76.0,26.0,SEDANG
509,DKI1 (Bunderan HI),50.0,7.0,35.0,44.0,14.0,BAIK
510,DKI1 (Bunderan HI),58.0,10.0,31.0,54.0,19.0,SEDANG
511,DKI1 (Bunderan HI),62.0,7.0,43.0,52.0,21.0,SEDANG
512,DKI1 (Bunderan HI),67.0,6.0,55.0,64.0,21.0,SEDANG
513,DKI1 (Bunderan HI),52.0,11.0,26.0,42.0,16.0,SEDANG
514,DKI1 (Bunderan HI),58.0,11.0,28.0,37.0,18.0,SEDANG
515,DKI1 (Bunderan HI),56.0,9.0,32.0,51.0,16.0,SEDANG
516,DKI1 (Bunderan HI),51.0,10.0,36.0,61.0,22.0,SEDANG
517,DKI1 (Bunderan HI),65.0,9.0,42.0,43.0,26.0,SEDANG
518,DKI1 (Bunderan HI),61.0,13.0,32.0,52.0,17.0,SEDANG
519,DKI1 (Bunderan HI),59.0,11.0,27.0,46.0,13.0,SEDANG
520,DKI1 (Bunderan HI),52.0,10.0,27.0,43.0,14.0,SEDANG
521,DKI1 (Bunderan HI),38.0,7.0,26.0,57.0,18.0,SEDANG
522,DKI1 (Bunderan HI),64.0,5.0,43.0,96.0,22.0,SEDANG
523,DKI1 (Bunderan HI),63.0,5.0,37.0,145.0,20.0,TIDAK SEHAT
524,DKI1 (Bunderan HI),34.0,6.0,39.0,116.0,28.0,TIDAK SEHAT
525,DKI1 (Bunderan HI),71.0,9.0,65.0,46.0,24.0,SEDANG
526,DKI1 (Bunderan HI),53.0,6.0,34.0,51.0,16.0,SEDANG
527,DKI1 (Bunderan HI),58.0,9.0,43.0,63.0,21.0,SEDANG
528,DKI1 (Bunderan HI),43.0,8.0,35.0,62.0,17.0,SEDANG
529,DKI1 (Bunderan HI),54.0,10.0,29.0,45.0,17.0,SEDANG
530,DKI1 (Bunderan HI),40.0,10.0,31.0,56.0,18.0,SEDANG
531,DKI1 (Bunderan HI),61.0,10.0,31.0,40.0,14.0,SEDANG
532,DKI1 (Bunderan HI),53.0,9.0,23.0,46.0,11.0,SEDANG
533,DKI1 (Bunderan HI),84.0,8.0,69.0,79.0,26.0,SEDANG
534,DKI1 (Bunderan HI),60.0,9.0,34.0,52.0,14.0,SEDANG
535,DKI1 (Bunderan HI),55.0,8.0,24.0,47.0,13.0,SEDANG
536,DKI1 (Bunderan HI),55.0,9.0,24.0,46.0,14.0,SEDANG
537,DKI1 (Bunderan HI),54.0,8.0,35.0,29.0,24.0,SEDANG
538,DKI1 (Bunderan HI),92.0,11.0,52.0,52.0,22.0,SEDANG
539,DKI1 (Bunderan HI),53.0,7.0,31.0,57.0,17.0,SEDANG
540,DKI1 (Bunderan HI),73.0,11.0,26.0,66.0,19.0,SEDANG
541,DKI1 (Bunderan HI),56.0,8.0,34.0,75.0,22.0,SEDANG
542,DKI1 (Bunderan HI),55.0,11.0,32.0,52.0,16.0,SEDANG
543,DKI1 (Bunderan HI),57.0,12.0,28.0,45.0,23.0,SEDANG
544,DKI1 (Bunderan HI),85.0,10.0,51.0,55.0,29.0,SEDANG
545,DKI1 (Bunderan HI),69.0,15.0,36.0,41.0,18.0,SEDANG
546,DKI1 (Bunderan HI),53.0,9.0,27.0,45.0,22.0,SEDANG
547,DKI1 (Bunderan HI),45.0,7.0,21.0,44.0,13.0,BAIK
548,DKI1 (Bunderan HI),47.0,8.0,43.0,40.0,24.0,BAIK
549,DKI1 (Bunderan HI),56.0,10.0,38.0,42.0,25.0,SEDANG
550,DKI1 (Bunderan HI),74.0,11.0,58.0,31.0,29.0,SEDANG
551,DKI1 (Bunderan HI),43.0,8.0,29.0,70.0,15.0,SEDANG
552,DKI1 (Bunderan HI),56.0,11.0,24.0,41.0,13.0,SEDANG
553,DKI1 (Bunderan HI),57.0,8.0,35.0,49.0,20.0,SEDANG
554,DKI1 (Bunderan HI),69.0,6.0,52.0,41.0,18.0,SEDANG
555,DKI1 (Bunderan HI),50.0,8.0,33.0,45.0,17.0,BAIK
556,DKI1 (Bunderan HI),55.0,10.0,30.0,41.0,19.0,SEDANG
557,DKI1 (Bunderan HI),44.0,7.0,45.0,56.0,21.0,SEDANG
558,DKI1 (Bunderan HI),57.0,6.0,37.0,62.0,21.0,SEDANG
559,DKI1 (Bunderan HI),62.0,8.0,36.0,55.0,21.0,SEDANG
560,DKI1 (Bunderan HI),52.0,10.0,30.0,62.0,24.0,SEDANG
561,DKI1 (Bunderan HI),54.0,8.0,39.0,50.0,13.0,SEDANG
562,DKI1 (Bunderan HI),50.0,7.0,38.0,49.0,21.0,BAIK
563,DKI1 (Bunderan HI),51.0,7.0,32.0,78.0,18.0,SEDANG
564,DKI1 (Bunderan HI),37.0,6.0,27.0,57.0,16.0,SEDANG
565,DKI1 (Bunderan HI),50.0,10.0,29.0,57.0,19.0,SEDANG
566,DKI1 (Bunderan HI),60.0,6.0,43.0,47.0,16.0,SEDANG
567,DKI1 (Bunderan HI),48.0,6.0,27.0,47.0,14.0,BAIK
568,DKI1 (Bunderan HI),33.0,5.0,26.0,60.0,11.0,SEDANG
569,DKI1 (Bunderan HI),60.0,6.0,39.0,71.0,13.0,SEDANG
570,DKI1 (Bunderan HI),24.0,7.0,13.0,41.0,11.0,BAIK
571,DKI1 (Bunderan HI),33.0,8.0,12.0,52.0,11.0,SEDANG
572,DKI1 (Bunderan HI),30.0,7.0,13.0,64.0,9.0,SEDANG
573,DKI1 (Bunderan HI),40.0,9.0,12.0,64.0,10.0,SEDANG
574,DKI1 (Bunderan HI),37.0,10.0,13.0,60.0,12.0,SEDANG
575,DKI1 (Bunderan HI),52.0,8.0,19.0,57.0,11.0,SEDANG
576,DKI1 (Bunderan HI),42.0,8.0,21.0,48.0,12.0,BAIK
577,DKI1 (Bunderan HI),44.0,10.0,17.0,43.0,11.0,BAIK
578,DKI1 (Bunderan HI),39.0,11.0,14.0,39.0,7.0,BAIK
579,DKI1 (Bunderan HI),45.0,10.0,21.0,49.0,11.0,BAIK
580,DKI1 (Bunderan HI),55.0,10.0,27.0,60.0,14.0,SEDANG
581,DKI1 (Bunderan HI),56.0,10.0,24.0,67.0,15.0,SEDANG
582,DKI1 (Bunderan HI),52.0,11.0,16.0,61.0,18.0,SEDANG
583,DKI1 (Bunderan HI),52.0,11.0,26.0,49.0,14.0,SEDANG
584,DKI1 (Bunderan HI),55.0,12.0,34.0,59.0,18.0,SEDANG
585,DKI1 (Bunderan HI),50.0,11.0,32.0,44.0,17.0,BAIK
586,DKI1 (Bunderan HI),57.0,13.0,24.0,49.0,13.0,SEDANG
587,DKI1 (Bunderan HI),55.0,11.0,30.0,61.0,19.0,SEDANG
588,DKI1 (Bunderan HI),42.0,9.0,26.0,51.0,15.0,SEDANG
589,DKI1 (Bunderan HI),43.0,10.0,19.0,50.0,16.0,BAIK
590,DKI1 (Bunderan HI),51.0,11.0,23.0,60.0,13.0,SEDANG
591,DKI1 (Bunderan HI),53.0,14.0,25.0,50.0,18.0,SEDANG
592,DKI1 (Bunderan HI),56.0,12.0,31.0,72.0,20.0,SEDANG
593,DKI1 (Bunderan HI),63.0,12.0,28.0,68.0,18.0,SEDANG
594,DKI1 (Bunderan HI),53.0,10.0,25.0,47.0,20.0,SEDANG
595,DKI1 (Bunderan HI),51.0,13.0,18.0,62.0,13.0,SEDANG
596,DKI1 (Bunderan HI),49.0,9.0,15.0,62.0,8.0,SEDANG
597,DKI1 (Bunderan HI),41.0,9.0,30.0,68.0,25.0,SEDANG
598,DKI1 (Bunderan HI),44.0,13.0,31.0,65.0,17.0,SEDANG
599,DKI1 (Bunderan HI),55.0,12.0,26.0,45.0,18.0,SEDANG
600,DKI1 (Bunderan HI),49.0,12.0,24.0,49.0,14.0,BAIK
601,DKI1 (Bunderan HI),52.0,11.0,27.0,55.0,17.0,SEDANG
602,DKI1 (Bunderan HI),58.0,9.0,27.0,44.0,18.0,SEDANG
603,DKI1 (Bunderan HI),55.0,10.0,17.0,54.0,14.0,SEDANG
604,DKI1 (Bunderan HI),50.0,11.0,20.0,50.0,15.0,BAIK
605,DKI1 (Bunderan HI),44.0,11.0,27.0,56.0,17.0,SEDANG
606,DKI1 (Bunderan HI),58.0,12.0,26.0,68.0,18.0,SEDANG
607,DKI1 (Bunderan HI),59.0,10.0,29.0,69.0,18.0,SEDANG
608,DKI1 (Bunderan HI),52.0,10.0,32.0,66.0,25.0,SEDANG
609,DKI1 (Bunderan HI),51.0,10.0,30.0,94.0,18.0,SEDANG
610,DKI1 (Bunderan HI),57.0,10.0,27.0,67.0,18.0,SEDANG
611,DKI1 (Bunderan HI),54.0,11.0,27.0,55.0,21.0,SEDANG
612,DKI1 (Bunderan HI),59.0,12.0,28.0,48.0,20.0,SEDANG
613,DKI1 (Bunderan HI),55.0,12.0,26.0,68.0,21.0,SEDANG
614,DKI1 (Bunderan HI),55.0,11.0,25.0,50.0,17.0,BAIK
615,DKI1 (Bunderan HI),55.0,13.0,24.0,54.0,22.0,SEDANG
616,DKI1 (Bunderan HI),55.0,13.0,22.0,56.0,20.0,SEDANG
617,DKI1 (Bunderan HI),55.0,11.0,15.0,57.0,19.0,SEDANG
618,DKI1 (Bunderan HI),55.0,11.0,27.0,84.0,22.0,SEDANG
619,DKI1 (Bunderan HI),55.0,11.0,26.0,83.0,24.0,SEDANG
620,DKI1 (Bunderan HI),56.0,13.0,21.0,49.0,15.0,SEDANG
621,DKI1 (Bunderan HI),52.0,11.0,24.0,45.0,14.0,SEDANG
622,DKI1 (Bunderan HI),51.0,12.0,21.0,39.0,13.0,SEDANG
623,DKI1 (Bunderan HI),45.0,11.0,18.0,38.0,15.0,BAIK
624,DKI1 (Bunderan HI),63.0,9.0,38.0,72.0,18.0,SEDANG
625,DKI1 (Bunderan HI),58.0,9.0,31.0,47.0,19.0,SEDANG
626,DKI1 (Bunderan HI),50.0,10.0,26.0,37.0,16.0,BAIK
627,DKI1 (Bunderan HI),43.0,11.0,20.0,41.0,16.0,BAIK
628,DKI1 (Bunderan HI),59.0,13.0,28.0,74.0,24.0,SEDANG
629,DKI1 (Bunderan HI),58.0,12.0,28.0,56.0,22.0,SEDANG
630,DKI1 (Bunderan HI),58.0,13.0,24.0,48.0,20.0,SEDANG
631,DKI1 (Bunderan HI),63.0,13.0,32.0,63.0,20.0,SEDANG
632,DKI1 (Bunderan HI),56.0,12.0,28.0,51.0,17.0,SEDANG
633,DKI1 (Bunderan HI),53.0,16.0,31.0,45.0,24.0,SEDANG
634,DKI1 (Bunderan HI),55.0,13.0,26.0,38.0,20.0,SEDANG
635,DKI1 (Bunderan HI),51.0,12.0,30.0,45.0,18.0,SEDANG
636,DKI1 (Bunderan HI),53.0,13.0,27.0,49.0,18.0,SEDANG
637,DKI1 (Bunderan HI),45.0,14.0,22.0,51.0,22.0,SEDANG
638,DKI1 (Bunderan HI),56.0,16.0,30.0,78.0,23.0,SEDANG
639,DKI1 (Bunderan HI),55.0,14.0,28.0,75.0,18.0,SEDANG
640,DKI1 (Bunderan HI),62.0,11.0,33.0,67.0,16.0,SEDANG
641,DKI1 (Bunderan HI),54.0,9.0,26.0,36.0,15.0,SEDANG
642,DKI1 (Bunderan HI),63.0,9.0,35.0,59.0,24.0,SEDANG
643,DKI1 (Bunderan HI),58.0,11.0,27.0,52.0,16.0,SEDANG
644,DKI1 (Bunderan HI),51.0,11.0,27.0,48.0,20.0,SEDANG
645,DKI1 (Bunderan HI),46.0,11.0,34.0,54.0,19.0,SEDANG
646,DKI1 (Bunderan HI),43.0,13.0,21.0,57.0,18.0,SEDANG
647,DKI1 (Bunderan HI),45.0,11.0,22.0,52.0,16.0,SEDANG
648,DKI1 (Bunderan HI),50.0,13.0,23.0,46.0,22.0,BAIK
649,DKI1 (Bunderan HI),52.0,13.0,27.0,62.0,27.0,SEDANG
650,DKI1 (Bunderan HI),52.0,9.0,27.0,55.0,21.0,SEDANG
651,DKI1 (Bunderan HI),57.0,13.0,30.0,52.0,16.0,SEDANG
652,DKI1 (Bunderan HI),52.0,10.0,36.0,72.0,15.0,SEDANG
653,DKI1 (Bunderan HI),48.0,9.0,32.0,62.0,24.0,SEDANG
654,DKI1 (Bunderan HI),41.0,10.0,27.0,70.0,20.0,SEDANG
655,DKI1 (Bunderan HI),43.0,12.0,25.0,57.0,19.0,SEDANG
656,DKI1 (Bunderan HI),48.0,9.0,27.0,44.0,18.0,BAIK
657,DKI1 (Bunderan HI),52.0,11.0,26.0,49.0,19.0,SEDANG
658,DKI1 (Bunderan HI),33.0,9.0,22.0,69.0,21.0,SEDANG
659,DKI1 (Bunderan HI),46.0,9.0,32.0,84.0,19.0,SEDANG
660,DKI1 (Bunderan HI),44.0,11.0,25.0,71.0,21.0,SEDANG
661,DKI1 (Bunderan HI),36.0,12.0,28.0,64.0,23.0,SEDANG
662,DKI1 (Bunderan HI),30.0,10.0,27.0,51.0,22.0,SEDANG
663,DKI1 (Bunderan HI),51.0,11.0,31.0,59.0,20.0,SEDANG
