,stasiun,pm10,so2,co,o3,no2,categori
824,DKI5 (Kebon Jeruk),59.0,4.0,31.0,74.0,11.0,SEDANG
825,DKI5 (Kebon Jeruk),61.0,4.0,35.0,57.0,16.0,SEDANG
826,DKI5 (Kebon Jeruk),41.0,4.0,32.0,65.0,12.0,BAIK
827,DKI5 (Kebon Jeruk),52.0,4.0,43.0,48.0,17.0,SEDANG
828,DKI5 (Kebon Jeruk),49.0,4.0,19.0,53.0,9.0,SEDANG
829,DKI5 (Kebon Jeruk),42.0,4.0,27.0,37.0,9.0,BAIK
830,DKI5 (Kebon Jeruk),61.0,4.0,32.0,38.0,10.0,SEDANG
831,DKI5 (Kebon Jeruk),28.0,4.0,17.0,60.0,11.0,SEDANG
832,DKI5 (Kebon Jeruk),36.0,4.0,19.0,65.0,9.0,BAIK
833,DKI5 (Kebon Jeruk),50.0,4.0,18.0,58.0,10.0,SEDANG
834,DKI5 (Kebon Jeruk),36.0,4.0,32.0,47.0,11.0,BAIK
835,DKI5 (Kebon Jeruk),56.0,4.0,26.0,96.0,11.0,SEDANG
836,DKI5 (Kebon Jeruk),58.0,4.0,36.0,77.0,13.0,SEDANG
837,DKI5 (Kebon Jeruk),53.0,4.0,31.0,61.0,15.0,SEDANG
838,DKI5 (Kebon Jeruk),22.0,4.0,14.0,65.0,9.0,BAIK
839,DKI5 (Kebon Jeruk),46.0,4.0,33.0,56.0,10.0,SEDANG
840,DKI5 (Kebon Jeruk),53.0,4.0,29.0,59.0,12.0,SEDANG
841,DKI5 (Kebon Jeruk),60.0,4.0,48.0,65.0,16.0,SEDANG
842,DKI5 (Kebon Jeruk),35.0,4.0,16.0,65.0,10.0,BAIK
843,DKI5 (Kebon Jeruk),32.0,4.0,35.0,65.0,11.0,BAIK
844,DKI5 (Kebon Jeruk),32.0,4.0,28.0,65.0,11.0,BAIK
845,DKI5 (Kebon Jeruk),64.0,4.0,31.0,65.0,16.0,SEDANG
846,DKI5 (Kebon Jeruk),54.0,4.0,21.0,54.0,15.0,SEDANG
847,DKI5 (Kebon Jeruk),62.0,4.0,24.0,65.0,15.0,SEDANG
848,DKI5 (Kebon Jeruk),56.0,4.0,20.0,34.0,16.0,SEDANG
849,DKI5 (Kebon Jeruk),56.0,4.0,25.0,65.0,11.0,SEDANG
850,DKI5 (Kebon Jeruk),57.0,4.0,20.0,65.0,11.0,SEDANG
851,DKI5 (Kebon Jeruk),53.0,4.0,18.0,72.0,11.0,SEDANG
852,DKI5 (Kebon Jeruk),61.0,4.0,45.0,65.0,14.0,SEDANG
853,DKI5 (Kebon Jeruk),55.0,5.0,21.0,65.0,13.0,SEDANG
854,DKI5 (Kebon Jeruk),20.0,5.0,7.0,27.0,4.0,BAIK
855,DKI5 (Kebon Jeruk),21.0,5.0,6.0,13.0,3.0,BAIK
856,DKI5 (Kebon Jeruk),18.0,4.0,7.0,20.0,7.0,BAIK
857,DKI5 (Kebon Jeruk),21.0,5.0,11.0,25.0,11.0,BAIK
858,DKI5 (Kebon Jeruk),23.0,5.0,9.0,15.0,4.0,BAIK
859,DKI5 (Kebon Jeruk),18.0,5.0,7.0,24.0,4.0,BAIK
860,DKI5 (Kebon Jeruk),19.0,5.0,6.0,22.0,4.0,BAIK
861,DKI5 (Kebon Jeruk),30.0,5.0,9.0,65.0,6.0,BAIK
862,DKI5 (Kebon Jeruk),36.0,5.0,10.0,67.0,10.0,SEDANG
863,DKI5 (Kebon Jeruk),47.0,5.0,21.0,65.0,8.0,BAIK
864,DKI5 (Kebon Jeruk),49.0,6.0,23.0,60.0,18.0,SEDANG
865,DKI5 (Kebon Jeruk),43.0,7.0,26.0,65.0,12.0,BAIK
866,DKI5 (Kebon Jeruk),54.0,8.0,53.0,65.0,16.0,SEDANG
867,DKI5 (Kebon Jeruk),33.0,5.0,11.0,65.0,8.0,BAIK
868,DKI5 (Kebon Jeruk),26.0,9.0,24.0,65.0,13.0,BAIK
869,DKI5 (Kebon Jeruk),11.0,8.0,11.0,65.0,12.0,BAIK
870,DKI5 (Kebon Jeruk),5.0,8.0,11.0,65.0,30.0,BAIK
871,DKI5 (Kebon Jeruk),14.0,9.0,11.0,65.0,8.0,BAIK
872,DKI5 (Kebon Jeruk),7.0,9.0,11.0,65.0,43.0,BAIK
873,DKI5 (Kebon Jeruk),11.0,9.0,11.0,65.0,22.0,BAIK
874,DKI5 (Kebon Jeruk),12.0,11.0,11.0,51.0,63.0,SEDANG
875,DKI5 (Kebon Jeruk),18.0,10.0,24.0,47.0,12.0,BAIK
876,DKI5 (Kebon Jeruk),28.0,9.0,24.0,57.0,10.0,SEDANG
877,DKI5 (Kebon Jeruk),38.0,8.0,26.0,53.0,14.0,SEDANG
878,DKI5 (Kebon Jeruk),37.0,9.0,21.0,86.0,11.0,SEDANG
879,DKI5 (Kebon Jeruk),40.0,9.0,27.0,91.0,15.0,SEDANG
880,DKI5 (Kebon Jeruk),35.0,13.0,19.0,53.0,12.0,SEDANG
881,DKI5 (Kebon Jeruk),35.0,12.0,22.0,90.0,15.0,SEDANG
882,DKI5 (Kebon Jeruk),53.0,14.0,29.0,57.0,18.0,SEDANG
883,DKI5 (Kebon Jeruk),53.0,12.0,24.0,36.0,9.0,BAIK
884,DKI5 (Kebon Jeruk),53.0,9.0,23.0,71.0,14.0,SEDANG
885,DKI5 (Kebon Jeruk),53.0,13.0,41.0,80.0,17.0,SEDANG
886,DKI5 (Kebon Jeruk),53.0,13.0,32.0,38.0,16.0,BAIK
887,DKI5 (Kebon Jeruk),53.0,11.0,16.0,34.0,10.0,BAIK
888,DKI5 (Kebon Jeruk),53.0,10.0,30.0,64.0,10.0,SEDANG
889,DKI5 (Kebon Jeruk),53.0,9.0,21.0,70.0,11.0,SEDANG
890,DKI5 (Kebon Jeruk),53.0,12.0,44.0,59.0,11.0,SEDANG
891,DKI5 (Kebon Jeruk),53.0,9.0,24.0,46.0,11.0,BAIK
892,DKI5 (Kebon Jeruk),53.0,10.0,34.0,69.0,13.0,SEDANG
893,DKI5 (Kebon Jeruk),53.0,9.0,24.0,71.0,14.0,SEDANG
894,DKI5 (Kebon Jeruk),53.0,9.0,35.0,33.0,11.0,BAIK
895,DKI5 (Kebon Jeruk),53.0,11.0,19.0,30.0,12.0,BAIK
896,DKI5 (Kebon Jeruk),53.0,12.0,29.0,60.0,13.0,SEDANG
897,DKI5 (Kebon Jeruk),53.0,10.0,24.0,63.0,11.0,SEDANG
898,DKI5 (Kebon Jeruk),53.0,11.0,33.0,37.0,13.0,BAIK
899,DKI5 (Kebon Jeruk),53.0,12.0,24.0,26.0,13.0,BAIK
900,DKI5 (Kebon Jeruk),53.0,12.0,43.0,93.0,21.0,SEDANG
901,DKI5 (Kebon Jeruk),53.0,9.0,44.0,85.0,15.0,SEDANG
902,DKI5 (Kebon Jeruk),53.0,8.0,31.0,53.0,19.0,SEDANG
903,DKI5 (Kebon Jeruk),53.0,11.0,26.0,94.0,17.0,SEDANG
904,DKI5 (Kebon Jeruk),53.0,11.0,30.0,83.0,12.0,SEDANG
905,DKI5 (Kebon Jeruk),53.0,11.0,27.0,79.0,14.0,SEDANG
906,DKI5 (Kebon Jeruk),84.0,13.0,32.0,75.0,16.0,SEDANG
907,DKI5 (Kebon Jeruk),71.0,14.0,32.0,68.0,16.0,SEDANG
908,DKI5 (Kebon Jeruk),69.0,13.0,22.0,49.0,15.0,SEDANG
909,DKI5 (Kebon Jeruk),77.0,12.0,26.0,74.0,13.0,SEDANG
910,DKI5 (Kebon Jeruk),63.0,13.0,18.0,44.0,14.0,SEDANG
911,DKI5 (Kebon Jeruk),68.0,12.0,22.0,82.0,12.0,SEDANG
912,DKI5 (Kebon Jeruk),63.0,10.0,14.0,70.0,8.0,SEDANG
913,DKI5 (Kebon Jeruk),72.0,12.0,21.0,76.0,10.0,SEDANG
914,DKI5 (Kebon Jeruk),78.0,13.0,23.0,84.0,11.0,SEDANG
915,DKI5 (Kebon Jeruk),101.0,11.0,37.0,65.0,11.0,TIDAK SEHAT
916,DKI5 (Kebon Jeruk),114.0,9.0,11.0,65.0,8.0,TIDAK SEHAT
917,DKI5 (Kebon Jeruk),105.0,9.0,11.0,65.0,8.0,TIDAK SEHAT
918,DKI5 (Kebon Jeruk),66.0,10.0,17.0,66.0,11.0,SEDANG
919,DKI5 (Kebon Jeruk),88.0,11.0,21.0,96.0,10.0,SEDANG
920,DKI5 (Kebon Jeruk),79.0,17.0,17.0,94.0,14.0,SEDANG
921,DKI5 (Kebon Jeruk),71.0,12.0,16.0,74.0,10.0,SEDANG
922,DKI5 (Kebon Jeruk),72.0,12.0,17.0,67.0,11.0,SEDANG
923,DKI5 (Kebon Jeruk),75.0,11.0,19.0,99.0,11.0,SEDANG
924,DKI5 (Kebon Jeruk),76.0,13.0,19.0,77.0,11.0,SEDANG
925,DKI5 (Kebon Jeruk),114.0,12.0,46.0,87.0,16.0,TIDAK SEHAT
926,DKI5 (Kebon Jeruk),77.0,12.0,22.0,84.0,12.0,SEDANG
927,DKI5 (Kebon Jeruk),76.0,14.0,19.0,91.0,13.0,SEDANG
928,DKI5 (Kebon Jeruk),77.0,11.0,19.0,76.0,11.0,SEDANG
929,DKI5 (Kebon Jeruk),70.0,11.0,14.0,72.0,9.0,SEDANG
930,DKI5 (Kebon Jeruk),71.0,12.0,17.0,73.0,10.0,SEDANG
931,DKI5 (Kebon Jeruk),70.0,12.0,16.0,51.0,13.0,SEDANG
932,DKI5 (Kebon Jeruk),59.0,12.0,13.0,35.0,10.0,SEDANG
933,DKI5 (Kebon Jeruk),60.0,14.0,11.0,29.0,11.0,SEDANG
934,DKI5 (Kebon Jeruk),61.0,11.0,13.0,27.0,9.0,SEDANG
935,DKI5 (Kebon Jeruk),60.0,11.0,14.0,27.0,8.0,SEDANG
936,DKI5 (Kebon Jeruk),45.0,13.0,11.0,30.0,7.0,BAIK
937,DKI5 (Kebon Jeruk),55.0,12.0,13.0,38.0,6.0,SEDANG
938,DKI5 (Kebon Jeruk),49.0,11.0,10.0,37.0,6.0,BAIK
939,DKI5 (Kebon Jeruk),45.0,11.0,8.0,36.0,7.0,BAIK
940,DKI5 (Kebon Jeruk),52.0,10.0,10.0,40.0,7.0,SEDANG
941,DKI5 (Kebon Jeruk),48.0,11.0,9.0,34.0,8.0,BAIK
942,DKI5 (Kebon Jeruk),53.0,12.0,11.0,58.0,8.0,SEDANG
943,DKI5 (Kebon Jeruk),58.0,11.0,12.0,40.0,8.0,SEDANG
944,DKI5 (Kebon Jeruk),59.0,11.0,11.0,36.0,7.0,SEDANG
945,DKI5 (Kebon Jeruk),52.0,12.0,11.0,58.0,8.0,SEDANG
946,DKI5 (Kebon Jeruk),58.0,11.0,15.0,76.0,11.0,SEDANG
947,DKI5 (Kebon Jeruk),61.0,10.0,16.0,49.0,10.0,SEDANG
948,DKI5 (Kebon Jeruk),51.0,12.0,14.0,43.0,10.0,SEDANG
949,DKI5 (Kebon Jeruk),53.0,13.0,13.0,40.0,11.0,SEDANG
950,DKI5 (Kebon Jeruk),60.0,11.0,17.0,58.0,10.0,SEDANG
951,DKI5 (Kebon Jeruk),67.0,11.0,19.0,77.0,11.0,SEDANG
952,DKI5 (Kebon Jeruk),69.0,9.0,29.0,59.0,12.0,SEDANG
953,DKI5 (Kebon Jeruk),66.0,9.0,24.0,89.0,11.0,SEDANG
954,DKI5 (Kebon Jeruk),62.0,11.0,17.0,39.0,13.0,SEDANG
955,DKI5 (Kebon Jeruk),75.0,13.0,30.0,86.0,14.0,SEDANG
956,DKI5 (Kebon Jeruk),63.0,11.0,19.0,64.0,11.0,SEDANG
957,DKI5 (Kebon Jeruk),62.0,12.0,19.0,68.0,14.0,SEDANG
958,DKI5 (Kebon Jeruk),60.0,10.0,17.0,76.0,9.0,SEDANG
959,DKI5 (Kebon Jeruk),57.0,10.0,15.0,73.0,8.0,SEDANG
960,DKI5 (Kebon Jeruk),69.0,11.0,19.0,45.0,14.0,SEDANG
961,DKI5 (Kebon Jeruk),58.0,12.0,15.0,41.0,9.0,SEDANG
962,DKI5 (Kebon Jeruk),53.0,12.0,15.0,48.0,10.0,SEDANG
963,DKI5 (Kebon Jeruk),55.0,11.0,14.0,62.0,10.0,SEDANG
964,DKI5 (Kebon Jeruk),69.0,10.0,24.0,44.0,14.0,SEDANG
965,DKI5 (Kebon Jeruk),56.0,10.0,17.0,34.0,10.0,SEDANG
966,DKI5 (Kebon Jeruk),56.0,12.0,12.0,57.0,12.0,SEDANG
967,DKI5 (Kebon Jeruk),58.0,11.0,11.0,48.0,11.0,SEDANG
968,DKI5 (Kebon Jeruk),57.0,11.0,10.0,49.0,8.0,SEDANG
969,DKI5 (Kebon Jeruk),57.0,12.0,13.0,45.0,10.0,SEDANG
970,DKI5 (Kebon Jeruk),60.0,12.0,14.0,61.0,12.0,SEDANG
971,DKI5 (Kebon Jeruk),73.0,10.0,23.0,75.0,12.0,SEDANG
972,DKI5 (Kebon Jeruk),63.0,10.0,22.0,82.0,11.0,SEDANG
973,DKI5 (Kebon Jeruk),61.0,11.0,16.0,79.0,10.0,SEDANG
974,DKI5 (Kebon Jeruk),64.0,10.0,17.0,53.0,9.0,SEDANG
975,DKI5 (Kebon Jeruk),63.0,11.0,15.0,62.0,9.0,SEDANG
976,DKI5 (Kebon Jeruk),66.0,13.0,20.0,73.0,12.0,SEDANG
977,DKI5 (Kebon Jeruk),68.0,14.0,20.0,65.0,13.0,SEDANG
978,DKI5 (Kebon Jeruk),71.0,12.0,24.0,54.0,13.0,SEDANG
979,DKI5 (Kebon Jeruk),61.0,12.0,18.0,50.0,10.0,SEDANG
980,DKI5 (Kebon Jeruk),62.0,12.0,17.0,52.0,12.0,SEDANG
981,DKI5 (Kebon Jeruk),57.0,10.0,14.0,70.0,8.0,SEDANG
982,DKI5 (Kebon Jeruk),60.0,11.0,19.0,81.0,9.0,SEDANG
983,DKI5 (Kebon Jeruk),57.0,11.0,19.0,68.0,10.0,SEDANG
984,DKI5 (Kebon Jeruk),59.0,12.0,23.0,50.0,11.0,SEDANG
985,DKI5 (Kebon Jeruk),69.0,13.0,11.0,54.0,13.0,SEDANG
986,DKI5 (Kebon Jeruk),56.0,12.0,22.0,52.0,11.0,SEDANG
987,DKI5 (Kebon Jeruk),52.0,12.0,18.0,54.0,12.0,SEDANG
988,DKI5 (Kebon Jeruk),56.0,11.0,19.0,70.0,10.0,SEDANG
989,DKI5 (Kebon Jeruk),57.0,11.0,18.0,61.0,10.0,SEDANG
990,DKI5 (Kebon Jeruk),58.0,11.0,25.0,62.0,12.0,SEDANG
991,DKI5 (Kebon Jeruk),69.0,11.0,28.0,32.0,15.0,SEDANG
992,DKI5 (Kebon Jeruk),71.0,13.0,35.0,56.0,15.0,SEDANG
993,DKI5 (Kebon Jeruk),62.0,12.0,20.0,57.0,13.0,SEDANG
994,DKI5 (Kebon Jeruk),55.0,11.0,16.0,50.0,9.0,SEDANG
995,DKI5 (Kebon Jeruk),62.0,10.0,20.0,64.0,8.0,SEDANG
996,DKI5 (Kebon Jeruk),56.0,9.0,14.0,85.0,5.0,SEDANG
997,DKI5 (Kebon Jeruk),64.0,13.0,22.0,59.0,16.0,SEDANG
998,DKI5 (Kebon Jeruk),52.0,12.0,18.0,46.0,12.0,SEDANG
999,DKI5 (Kebon Jeruk),56.0,12.0,24.0,60.0,14.0,SEDANG
1000,DKI5 (Kebon Jeruk),51.0,12.0,16.0,45.0,10.0,SEDANG
1001,DKI5 (Kebon Jeruk),50.0,13.0,23.0,42.0,16.0,BAIK
1002,DKI5 (Kebon Jeruk),55.0,10.0,26.0,66.0,9.0,SEDANG
1003,DKI5 (Kebon Jeruk),60.0,12.0,27.0,57.0,13.0,SEDANG
1004,DKI5 (Kebon Jeruk),61.0,10.0,31.0,54.0,17.0,SEDANG
1005,DKI5 (Kebon Jeruk),62.0,13.0,37.0,92.0,15.0,SEDANG
1006,DKI5 (Kebon Jeruk),48.0,12.0,40.0,72.0,19.0,SEDANG
1007,DKI5 (Kebon Jeruk),41.0,12.0,19.0,70.0,11.0,SEDANG
1008,DKI5 (Kebon Jeruk),45.0,11.0,28.0,53.0,13.0,SEDANG
1009,DKI5 (Kebon Jeruk),31.0,11.0,22.0,49.0,10.0,BAIK
1010,DKI5 (Kebon Jeruk),41.0,11.0,25.0,59.0,13.0,SEDANG
1011,DKI5 (Kebon Jeruk),25.0,11.0,27.0,41.0,12.0,BAIK
1012,DKI5 (Kebon Jeruk),22.0,12.0,18.0,40.0,13.0,BAIK
1013,DKI5 (Kebon Jeruk),30.0,12.0,28.0,61.0,16.0,SEDANG
1014,DKI5 (Kebon Jeruk),21.0,11.0,33.0,46.0,15.0,BAIK
1015,DKI5 (Kebon Jeruk),18.0,12.0,24.0,34.0,13.0,BAIK
1016,DKI5 (Kebon Jeruk),81.0,12.0,31.0,50.0,15.0,SEDANG
1017,DKI5 (Kebon Jeruk),75.0,11.0,29.0,59.0,17.0,SEDANG
1018,DKI5 (Kebon Jeruk),66.0,10.0,23.0,57.0,12.0,SEDANG
1019,DKI5 (Kebon Jeruk),69.0,11.0,23.0,46.0,12.0,SEDANG
1020,DKI5 (Kebon Jeruk),74.0,11.0,36.0,59.0,17.0,SEDANG
1021,DKI5 (Kebon Jeruk),60.0,11.0,21.0,42.0,9.0,SEDANG
1022,DKI5 (Kebon Jeruk),56.0,11.0,16.0,63.0,9.0,SEDANG
1023,DKI5 (Kebon Jeruk),57.0,12.0,15.0,43.0,13.0,SEDANG
1024,DKI5 (Kebon Jeruk),66.0,11.0,23.0,73.0,11.0,SEDANG
1025,DKI5 (Kebon Jeruk),74.0,11.0,29.0,73.0,14.0,SEDANG
1026,DKI5 (Kebon Jeruk),52.0,12.0,13.0,64.0,9.0,SEDANG
1027,DKI5 (Kebon Jeruk),78.0,12.0,38.0,53.0,15.0,SEDANG
1028,DKI5 (Kebon Jeruk),91.0,12.0,56.0,77.0,18.0,SEDANG
1029,DKI5 (Kebon Jeruk),83.0,13.0,33.0,61.0,15.0,SEDANG
1030,DKI5 (Kebon Jeruk),68.0,12.0,24.0,90.0,13.0,SEDANG
1031,DKI5 (Kebon Jeruk),66.0,12.0,18.0,63.0,11.0,SEDANG
1032,DKI5 (Kebon Jeruk),60.0,13.0,18.0,58.0,16.0,SEDANG
1033,DKI5 (Kebon Jeruk),76.0,12.0,27.0,59.0,13.0,SEDANG
1034,DKI5 (Kebon Jeruk),95.0,11.0,43.0,68.0,15.0,SEDANG
1035,DKI5 (Kebon Jeruk),71.0,11.0,15.0,69.0,8.0,SEDANG
1036,DKI5 (Kebon Jeruk),91.0,11.0,32.0,67.0,12.0,SEDANG
1037,DKI5 (Kebon Jeruk),88.0,11.0,32.0,75.0,14.0,SEDANG
1038,DKI5 (Kebon Jeruk),96.0,10.0,32.0,65.0,13.0,SEDANG
1039,DKI5 (Kebon Jeruk),78.0,10.0,24.0,67.0,13.0,SEDANG
1040,DKI5 (Kebon Jeruk),77.0,9.0,18.0,77.0,12.0,SEDANG
1041,DKI5 (Kebon Jeruk),77.0,10.0,27.0,120.0,13.0,TIDAK SEHAT
1042,DKI5 (Kebon Jeruk),70.0,9.0,17.0,82.0,7.0,SEDANG
1043,DKI5 (Kebon Jeruk),79.0,10.0,32.0,74.0,15.0,SEDANG
1044,DKI5 (Kebon Jeruk),60.0,9.0,15.0,48.0,14.0,SEDANG
1045,DKI5 (Kebon Jeruk),67.0,11.0,18.0,42.0,14.0,SEDANG
1046,DKI5 (Kebon Jeruk),77.0,11.0,22.0,38.0,13.0,SEDANG
1047,DKI5 (Kebon Jeruk),68.0,10.0,18.0,65.0,16.0,SEDANG
1048,DKI5 (Kebon Jeruk),77.0,10.0,26.0,50.0,15.0,SEDANG
1049,DKI5 (Kebon Jeruk),77.0,9.0,58.0,65.0,20.0,SEDANG
1050,DKI5 (Kebon Jeruk),57.0,10.0,16.0,80.0,11.0,SEDANG
1051,DKI5 (Kebon Jeruk),63.0,10.0,20.0,98.0,9.0,SEDANG
1052,DKI5 (Kebon Jeruk),73.0,11.0,28.0,85.0,16.0,SEDANG
1053,DKI5 (Kebon Jeruk),75.0,10.0,28.0,95.0,13.0,SEDANG
1054,DKI5 (Kebon Jeruk),58.0,10.0,18.0,65.0,7.0,SEDANG
1055,DKI5 (Kebon Jeruk),56.0,10.0,19.0,61.0,10.0,SEDANG
1056,DKI5 (Kebon Jeruk),64.0,10.0,26.0,53.0,10.0,SEDANG
1057,DKI5 (Kebon Jeruk),55.0,10.0,11.0,57.0,11.0,SEDANG
1058,DKI5 (Kebon Jeruk),56.0,12.0,17.0,56.0,11.0,SEDANG
1059,DKI5 (Kebon Jeruk),69.0,12.0,20.0,68.0,13.0,SEDANG
1060,DKI5 (Kebon Jeruk),71.0,10.0,19.0,65.0,12.0,SEDANG
1061,DKI5 (Kebon Jeruk),74.0,11.0,30.0,79.0,14.0,SEDANG
1062,DKI5 (Kebon Jeruk),67.0,10.0,11.0,49.0,10.0,SEDANG
1063,DKI5 (Kebon Jeruk),79.0,12.0,11.0,69.0,13.0,SEDANG
1064,DKI5 (Kebon Jeruk),70.0,9.0,11.0,65.0,8.0,SEDANG
1065,DKI5 (Kebon Jeruk),72.0,9.0,11.0,65.0,8.0,SEDANG
1066,DKI5 (Kebon Jeruk),65.0,9.0,18.0,85.0,13.0,SEDANG
1067,DKI5 (Kebon Jeruk),57.0,11.0,11.0,65.0,21.0,SEDANG
1068,DKI5 (Kebon Jeruk),65.0,11.0,10.0,65.0,8.0,SEDANG
1069,DKI5 (Kebon Jeruk),73.0,11.0,16.0,143.0,13.0,TIDAK SEHAT
1070,DKI5 (Kebon Jeruk),64.0,10.0,12.0,65.0,14.0,SEDANG
1071,DKI5 (Kebon Jeruk),69.0,10.0,26.0,65.0,13.0,SEDANG
1072,DKI5 (Kebon Jeruk),76.0,10.0,11.0,77.0,16.0,SEDANG
1073,DKI5 (Kebon Jeruk),72.0,10.0,11.0,71.0,13.0,SEDANG
1074,DKI5 (Kebon Jeruk),71.0,11.0,19.0,65.0,18.0,SEDANG
1075,DKI5 (Kebon Jeruk),66.0,12.0,27.0,68.0,7.0,SEDANG
1076,DKI5 (Kebon Jeruk),72.0,10.0,43.0,67.0,9.0,SEDANG
1077,DKI5 (Kebon Jeruk),68.0,11.0,32.0,66.0,6.0,SEDANG
1078,DKI5 (Kebon Jeruk),48.0,11.0,14.0,44.0,8.0,BAIK
1079,DKI5 (Kebon Jeruk),54.0,10.0,15.0,42.0,7.0,SEDANG
1080,DKI5 (Kebon Jeruk),62.0,10.0,11.0,60.0,6.0,SEDANG
1081,DKI5 (Kebon Jeruk),59.0,11.0,11.0,64.0,10.0,SEDANG
1082,DKI5 (Kebon Jeruk),64.0,11.0,12.0,65.0,6.0,SEDANG
1083,DKI5 (Kebon Jeruk),61.0,10.0,17.0,42.0,6.0,SEDANG
1084,DKI5 (Kebon Jeruk),61.0,12.0,30.0,37.0,5.0,SEDANG
1085,DKI5 (Kebon Jeruk),27.0,10.0,11.0,26.0,4.0,BAIK
1086,DKI5 (Kebon Jeruk),24.0,12.0,11.0,20.0,4.0,BAIK
1087,DKI5 (Kebon Jeruk),19.0,12.0,6.0,24.0,5.0,BAIK
1088,DKI5 (Kebon Jeruk),27.0,11.0,10.0,18.0,4.0,BAIK
1089,DKI5 (Kebon Jeruk),23.0,11.0,10.0,37.0,5.0,BAIK
1090,DKI5 (Kebon Jeruk),34.0,11.0,14.0,39.0,6.0,BAIK
1091,DKI5 (Kebon Jeruk),50.0,11.0,25.0,31.0,6.0,BAIK
1092,DKI5 (Kebon Jeruk),23.0,11.0,9.0,30.0,4.0,BAIK
1093,DKI5 (Kebon Jeruk),28.0,11.0,8.0,17.0,4.0,BAIK
1094,DKI5 (Kebon Jeruk),34.0,11.0,10.0,25.0,3.0,BAIK
1095,DKI5 (Kebon Jeruk),44.0,11.0,11.0,23.0,3.0,BAIK
1096,DKI5 (Kebon Jeruk),41.0,13.0,8.0,38.0,4.0,BAIK
1097,DKI5 (Kebon Jeruk),44.0,12.0,11.0,31.0,6.0,BAIK
1098,DKI5 (Kebon Jeruk),53.0,11.0,14.0,46.0,5.0,SEDANG
1099,DKI5 (Kebon Jeruk),55.0,12.0,10.0,36.0,7.0,SEDANG
1100,DKI5 (Kebon Jeruk),61.0,14.0,11.0,30.0,7.0,SEDANG
1101,DKI5 (Kebon Jeruk),38.0,11.0,11.0,28.0,4.0,BAIK
1102,DKI5 (Kebon Jeruk),29.0,10.0,11.0,27.0,4.0,BAIK
1103,DKI5 (Kebon Jeruk),54.0,11.0,11.0,33.0,4.0,SEDANG
1104,DKI5 (Kebon Jeruk),43.0,11.0,11.0,30.0,5.0,BAIK
1105,DKI5 (Kebon Jeruk),38.0,10.0,11.0,37.0,4.0,BAIK
1106,DKI5 (Kebon Jeruk),51.0,12.0,11.0,67.0,8.0,SEDANG
1107,DKI5 (Kebon Jeruk),68.0,11.0,11.0,50.0,7.0,SEDANG
1108,DKI5 (Kebon Jeruk),65.0,9.0,11.0,37.0,8.0,SEDANG
1109,DKI5 (Kebon Jeruk),55.0,12.0,28.0,48.0,13.0,SEDANG
1110,DKI5 (Kebon Jeruk),43.0,11.0,22.0,37.0,9.0,BAIK
1111,DKI5 (Kebon Jeruk),54.0,10.0,22.0,50.0,9.0,SEDANG
1112,DKI5 (Kebon Jeruk),61.0,10.0,23.0,65.0,11.0,SEDANG
1113,DKI5 (Kebon Jeruk),66.0,10.0,35.0,46.0,11.0,SEDANG
1114,DKI5 (Kebon Jeruk),59.0,11.0,33.0,29.0,20.0,SEDANG
1115,DKI5 (Kebon Jeruk),65.0,11.0,36.0,32.0,14.0,SEDANG
1116,DKI5 (Kebon Jeruk),53.0,10.0,27.0,65.0,13.0,SEDANG
1117,DKI5 (Kebon Jeruk),62.0,11.0,27.0,65.0,10.0,SEDANG
1118,DKI5 (Kebon Jeruk),53.0,10.0,11.0,68.0,8.0,SEDANG
1119,DKI5 (Kebon Jeruk),38.0,10.0,11.0,61.0,9.0,SEDANG
1120,DKI5 (Kebon Jeruk),47.0,11.0,27.0,65.0,15.0,BAIK
1121,DKI5 (Kebon Jeruk),56.0,13.0,12.0,52.0,12.0,SEDANG
1122,DKI5 (Kebon Jeruk),43.0,13.0,11.0,39.0,9.0,BAIK
1123,DKI5 (Kebon Jeruk),44.0,13.0,20.0,26.0,13.0,BAIK
1124,DKI5 (Kebon Jeruk),34.0,11.0,11.0,22.0,8.0,BAIK
1125,DKI5 (Kebon Jeruk),4.0,11.0,11.0,65.0,12.0,BAIK
1126,DKI5 (Kebon Jeruk),16.0,11.0,11.0,20.0,9.0,BAIK
1127,DKI5 (Kebon Jeruk),6.0,11.0,11.0,35.0,11.0,BAIK
1128,DKI5 (Kebon Jeruk),13.0,11.0,11.0,40.0,9.0,BAIK
1129,DKI5 (Kebon Jeruk),35.0,11.0,11.0,36.0,9.0,BAIK
1130,DKI5 (Kebon Jeruk),48.0,11.0,11.0,66.0,15.0,SEDANG
1131,DKI5 (Kebon Jeruk),17.0,11.0,11.0,44.0,5.0,BAIK
1132,DKI5 (Kebon Jeruk),39.0,6.0,51.0,65.0,5.0,SEDANG
1133,DKI5 (Kebon Jeruk),28.0,7.0,40.0,52.0,11.0,SEDANG
1134,DKI5 (Kebon Jeruk),48.0,7.0,99.0,114.0,18.0,TIDAK SEHAT
1135,DKI5 (Kebon Jeruk),50.0,6.0,54.0,96.0,11.0,SEDANG
1136,DKI5 (Kebon Jeruk),54.0,6.0,44.0,61.0,10.0,SEDANG
1137,DKI5 (Kebon Jeruk),29.0,10.0,33.0,52.0,9.0,SEDANG
1138,DKI5 (Kebon Jeruk),17.0,6.0,33.0,58.0,10.0,SEDANG
