,place,pm10,so2,co,o3,no2,AQI_category
2462,Place_1,57.0,24.0,13.0,80.0,22.0,SEDANG
2463,Place_1,56.0,23.0,12.0,45.0,17.0,SEDANG
2464,Place_1,48.0,21.0,15.0,63.0,15.0,SEDANG
2465,Place_1,52.0,25.0,14.0,66.0,13.0,SEDANG
2466,Place_1,53.0,20.0,19.0,57.0,17.0,SEDANG
2467,Place_1,67.0,21.0,21.0,72.0,19.0,SEDANG
2468,Place_1,64.0,22.0,21.0,69.0,13.0,SEDANG
2469,Place_1,63.0,21.0,18.0,82.0,18.0,SEDANG
2470,Place_1,64.0,22.0,20.0,66.0,15.0,SEDANG
2471,Place_1,67.0,23.0,22.0,48.0,14.0,SEDANG
2472,Place_1,58.0,21.0,16.0,53.0,11.0,SEDANG
2473,Place_1,56.0,19.0,15.0,40.0,9.0,SEDANG
2474,Place_1,53.0,20.0,17.0,81.0,14.0,SEDANG
2475,Place_1,62.0,23.0,20.0,64.0,14.0,SEDANG
2476,Place_1,57.0,26.0,17.0,45.0,9.0,SEDANG
2477,Place_1,56.0,23.0,15.0,41.0,13.0,SEDANG
2478,Place_1,54.0,19.0,19.0,40.0,11.0,SEDANG
2479,Place_1,42.0,23.0,14.0,31.0,10.0,BAIK
2480,Place_1,51.0,21.0,22.0,57.0,10.0,SEDANG
2481,Place_1,53.0,22.0,18.0,69.0,19.0,SEDANG
2482,Place_1,55.0,21.0,18.0,52.0,12.0,SEDANG
2483,Place_1,55.0,22.0,20.0,46.0,14.0,BAIK
2484,Place_1,63.0,32.0,22.0,59.0,13.0,SEDANG
2485,Place_1,53.0,23.0,15.0,48.0,13.0,SEDANG
2486,Place_1,41.0,23.0,9.0,69.0,11.0,SEDANG
2487,Place_1,61.0,26.0,20.0,56.0,18.0,SEDANG
2488,Place_1,56.0,25.0,16.0,38.0,12.0,SEDANG
2489,Place_1,54.0,22.0,22.0,54.0,17.0,SEDANG
2490,Place_1,54.0,24.0,17.0,46.0,13.0,SEDANG
2491,Place_1,59.0,24.0,19.0,46.0,16.0,SEDANG
2492,Place_1,57.0,22.0,28.0,49.0,14.0,SEDANG
2493,Place_1,54.0,23.0,20.0,73.0,14.0,SEDANG
2494,Place_1,55.0,23.0,23.0,64.0,11.0,SEDANG
2495,Place_1,51.0,20.0,11.0,43.0,9.0,SEDANG
2496,Place_1,54.0,23.0,19.0,52.0,9.0,SEDANG
2497,Place_1,52.0,28.0,21.0,41.0,11.0,SEDANG
2498,Place_1,52.0,22.0,28.0,47.0,9.0,SEDANG
2499,Place_1,41.0,22.0,14.0,29.0,9.0,BAIK
2500,Place_1,30.0,20.0,10.0,32.0,9.0,BAIK
2501,Place_1,27.0,22.0,12.0,29.0,8.0,BAIK
2502,Place_1,39.0,22.0,14.0,32.0,10.0,BAIK
2503,Place_1,34.0,22.0,14.0,38.0,10.0,BAIK
2504,Place_1,35.0,22.0,12.0,31.0,9.0,BAIK
2505,Place_1,46.0,23.0,16.0,32.0,9.0,BAIK
2506,Place_1,37.0,23.0,26.0,33.0,11.0,BAIK
2507,Place_1,41.0,26.0,20.0,30.0,11.0,BAIK
2508,Place_1,52.0,23.0,29.0,24.0,12.0,SEDANG
2509,Place_1,24.0,24.0,18.0,25.0,8.0,BAIK
2510,Place_1,34.0,31.0,25.0,23.0,8.0,BAIK
2511,Place_1,27.0,23.0,9.0,33.0,4.0,BAIK
2512,Place_1,33.0,26.0,12.0,36.0,8.0,BAIK
2513,Place_1,34.0,28.0,13.0,27.0,7.0,BAIK
2514,Place_1,29.0,22.0,13.0,36.0,8.0,BAIK
2515,Place_1,52.0,60.0,19.0,30.0,8.0,SEDANG
2516,Place_1,51.0,34.0,21.0,74.0,20.0,SEDANG
2517,Place_1,37.0,29.0,14.0,31.0,6.0,BAIK
2518,Place_1,61.0,34.0,36.0,58.0,15.0,SEDANG
2519,Place_1,47.0,30.0,15.0,33.0,9.0,BAIK
2520,Place_1,30.0,36.0,14.0,26.0,9.0,BAIK
2521,Place_1,40.0,36.0,18.0,28.0,15.0,BAIK
2522,Place_1,41.0,18.0,27.0,19.0,18.0,BAIK
2523,Place_1,44.0,18.0,24.0,16.0,13.0,BAIK
2524,Place_1,27.0,18.0,31.0,27.0,12.0,BAIK
2525,Place_1,44.0,18.0,51.0,49.0,11.0,SEDANG
2526,Place_1,25.0,18.0,21.0,39.0,13.0,BAIK
2527,Place_1,63.0,18.0,27.0,40.0,17.0,SEDANG
2528,Place_1,49.0,11.0,23.0,38.0,19.0,BAIK
2529,Place_1,38.0,12.0,21.0,35.0,20.0,BAIK
2530,Place_1,44.0,10.0,22.0,25.0,16.0,BAIK
2531,Place_1,29.0,8.0,19.0,27.0,14.0,BAIK
2532,Place_1,37.0,10.0,24.0,28.0,12.0,BAIK
2533,Place_1,39.0,8.0,37.0,19.0,15.0,BAIK
2534,Place_1,24.0,8.0,29.0,21.0,14.0,BAIK
2535,Place_1,43.0,8.0,30.0,29.0,12.0,BAIK
2536,Place_1,50.0,9.0,26.0,32.0,18.0,BAIK
2537,Place_1,51.0,19.0,28.0,25.0,16.0,SEDANG
2538,Place_1,29.0,8.0,24.0,26.0,12.0,BAIK
2539,Place_1,35.0,7.0,18.0,33.0,12.0,BAIK
2540,Place_1,38.0,8.0,25.0,51.0,15.0,SEDANG
2541,Place_1,53.0,9.0,24.0,31.0,16.0,SEDANG
2542,Place_1,47.0,10.0,18.0,68.0,19.0,SEDANG
2543,Place_1,43.0,7.0,16.0,39.0,20.0,BAIK
2544,Place_1,51.0,6.0,25.0,21.0,18.0,SEDANG
2545,Place_1,60.0,7.0,51.0,53.0,17.0,SEDANG
2546,Place_1,52.0,7.0,24.0,41.0,16.0,SEDANG
2547,Place_1,24.0,5.0,18.0,28.0,12.0,BAIK
2548,Place_1,45.0,16.0,48.0,23.0,15.0,BAIK
2549,Place_1,38.0,8.0,27.0,17.0,11.0,BAIK
2550,Place_1,30.0,5.0,16.0,20.0,13.0,BAIK
2551,Place_1,35.0,11.0,15.0,22.0,14.0,BAIK
2552,Place_1,31.0,8.0,16.0,30.0,13.0,BAIK
2553,Place_1,28.0,5.0,5.0,29.0,9.0,BAIK
2554,Place_1,20.0,4.0,10.0,27.0,9.0,BAIK
2555,Place_1,19.0,5.0,14.0,25.0,13.0,BAIK
2556,Place_1,42.0,5.0,15.0,27.0,13.0,BAIK
2557,Place_1,33.0,5.0,16.0,22.0,13.0,BAIK
2558,Place_1,55.0,6.0,17.0,25.0,16.0,BAIK
2559,Place_1,59.0,7.0,40.0,18.0,13.0,SEDANG
2560,Place_1,45.0,5.0,13.0,28.0,8.0,BAIK
2561,Place_1,34.0,5.0,15.0,32.0,10.0,BAIK
2562,Place_1,59.0,5.0,23.0,29.0,14.0,SEDANG
2563,Place_1,56.0,7.0,19.0,55.0,16.0,SEDANG
2564,Place_1,35.0,6.0,16.0,30.0,13.0,BAIK
2565,Place_1,36.0,10.0,19.0,33.0,16.0,BAIK
2566,Place_1,37.0,7.0,17.0,28.0,17.0,BAIK
2567,Place_1,45.0,7.0,16.0,39.0,11.0,BAIK
2568,Place_1,39.0,6.0,12.0,19.0,11.0,BAIK
2569,Place_1,30.0,5.0,12.0,33.0,11.0,BAIK
2570,Place_1,40.0,5.0,15.0,38.0,13.0,BAIK
2571,Place_1,48.0,5.0,19.0,39.0,20.0,BAIK
2572,Place_1,34.0,4.0,17.0,36.0,12.0,BAIK
2573,Place_1,64.0,6.0,19.0,87.0,17.0,SEDANG
2574,Place_1,50.0,3.0,17.0,42.0,13.0,BAIK
2575,Place_1,50.0,4.0,20.0,36.0,19.0,BAIK
2576,Place_1,41.0,4.0,21.0,57.0,15.0,SEDANG
2577,Place_1,44.0,3.0,15.0,54.0,12.0,SEDANG
2578,Place_1,62.0,7.0,26.0,37.0,14.0,SEDANG
2579,Place_1,48.0,4.0,12.0,51.0,14.0,SEDANG
2580,Place_1,43.0,6.0,15.0,37.0,17.0,BAIK
2581,Place_1,34.0,4.0,7.0,42.0,9.0,BAIK
2582,Place_1,40.0,4.0,12.0,66.0,13.0,SEDANG
2583,Place_1,58.0,4.0,20.0,54.0,17.0,SEDANG
2584,Place_1,33.0,3.0,7.0,63.0,8.0,SEDANG
2585,Place_1,49.0,4.0,10.0,42.0,10.0,BAIK
2586,Place_1,43.0,4.0,9.0,62.0,10.0,SEDANG
2587,Place_1,58.0,6.0,12.0,67.0,14.0,SEDANG
2588,Place_1,61.0,7.0,7.0,56.0,8.0,SEDANG
2589,Place_1,47.0,6.0,9.0,68.0,12.0,SEDANG
2590,Place_1,51.0,11.0,9.0,84.0,10.0,SEDANG
2591,Place_1,38.0,6.0,12.0,67.0,10.0,SEDANG
2592,Place_1,32.0,4.0,6.0,33.0,7.0,BAIK
2593,Place_1,30.0,5.0,4.0,33.0,5.0,BAIK
2594,Place_1,42.0,6.0,8.0,47.0,7.0,BAIK
2595,Place_1,50.0,4.0,6.0,63.0,8.0,SEDANG
2596,Place_1,45.0,4.0,8.0,37.0,9.0,BAIK
2597,Place_1,26.0,3.0,11.0,35.0,9.0,BAIK
2598,Place_1,26.0,5.0,5.0,31.0,7.0,BAIK
2599,Place_1,36.0,3.0,5.0,27.0,10.0,BAIK
2600,Place_1,50.0,2.0,7.0,71.0,10.0,SEDANG
2601,Place_1,48.0,2.0,6.0,88.0,6.0,SEDANG
2602,Place_1,65.0,3.0,14.0,86.0,13.0,SEDANG
2603,Place_1,40.0,2.0,8.0,46.0,9.0,BAIK
2604,Place_1,48.0,4.0,8.0,51.0,10.0,SEDANG
2605,Place_1,40.0,2.0,8.0,46.0,11.0,BAIK
2606,Place_1,34.0,3.0,7.0,41.0,9.0,BAIK
2607,Place_1,43.0,2.0,8.0,54.0,9.0,SEDANG
2608,Place_1,43.0,4.0,5.0,72.0,7.0,SEDANG
2609,Place_1,59.0,5.0,7.0,87.0,9.0,SEDANG
2610,Place_1,60.0,3.0,20.0,73.0,7.0,SEDANG
2611,Place_1,46.0,4.0,20.0,35.0,10.0,BAIK
2612,Place_1,74.0,14.0,6.0,47.0,11.0,SEDANG
2613,Place_1,45.0,5.0,5.0,43.0,7.0,BAIK
2614,Place_1,43.0,4.0,3.0,27.0,8.0,BAIK
2615,Place_1,46.0,3.0,7.0,45.0,8.0,BAIK
2616,Place_1,57.0,3.0,5.0,45.0,8.0,SEDANG
2617,Place_1,36.0,1.0,4.0,71.0,8.0,SEDANG
2618,Place_1,49.0,2.0,7.0,45.0,13.0,BAIK
2619,Place_1,53.0,4.0,6.0,52.0,11.0,SEDANG
2620,Place_1,61.0,5.0,6.0,33.0,14.0,SEDANG
2621,Place_1,47.0,2.0,20.0,38.0,10.0,BAIK
2622,Place_1,32.0,2.0,12.0,29.0,9.0,BAIK
2623,Place_1,52.0,5.0,11.0,35.0,9.0,SEDANG
2624,Place_1,50.0,4.0,4.0,30.0,8.0,BAIK
2625,Place_1,51.0,7.0,7.0,34.0,9.0,SEDANG
2626,Place_1,44.0,4.0,4.0,29.0,7.0,BAIK
2627,Place_1,50.0,4.0,3.0,48.0,9.0,BAIK
2628,Place_1,60.0,4.0,4.0,60.0,10.0,SEDANG
2629,Place_1,56.0,4.0,3.0,34.0,12.0,SEDANG
2630,Place_1,64.0,5.0,3.0,44.0,12.0,SEDANG
2631,Place_1,44.0,2.0,4.0,47.0,8.0,BAIK
2632,Place_1,47.0,3.0,4.0,62.0,10.0,SEDANG
2633,Place_1,54.0,2.0,3.0,38.0,8.0,SEDANG
2634,Place_1,56.0,7.0,9.0,42.0,9.0,SEDANG
2635,Place_1,60.0,7.0,7.0,40.0,9.0,SEDANG
2636,Place_1,58.0,6.0,8.0,57.0,8.0,SEDANG
2637,Place_1,60.0,6.0,8.0,83.0,7.0,SEDANG
2638,Place_1,54.0,4.0,6.0,43.0,10.0,SEDANG
2639,Place_1,30.0,8.0,8.0,59.0,13.0,SEDANG
2640,Place_1,50.0,12.0,10.0,34.0,8.0,BAIK
2641,Place_1,27.0,7.0,7.0,49.0,9.0,BAIK
2642,Place_1,58.0,8.0,7.0,42.0,8.0,SEDANG
2643,Place_1,42.0,3.0,10.0,52.0,8.0,SEDANG
2644,Place_1,41.0,3.0,8.0,43.0,5.0,BAIK
2645,Place_1,26.0,2.0,4.0,27.0,5.0,BAIK
2646,Place_1,32.0,4.0,5.0,29.0,8.0,BAIK
2647,Place_1,22.0,4.0,4.0,65.0,8.0,SEDANG
2648,Place_1,44.0,5.0,6.0,90.0,16.0,SEDANG
2649,Place_1,58.0,8.0,6.0,74.0,12.0,SEDANG
2650,Place_1,52.0,16.0,7.0,41.0,10.0,SEDANG
2651,Place_1,48.0,14.0,7.0,46.0,9.0,BAIK
2652,Place_1,50.0,14.0,10.0,45.0,9.0,BAIK
2653,Place_1,44.0,14.0,7.0,37.0,8.0,BAIK
2654,Place_1,41.0,14.0,4.0,31.0,8.0,BAIK
2655,Place_1,45.0,18.0,4.0,28.0,8.0,BAIK
2656,Place_1,56.0,18.0,6.0,60.0,12.0,SEDANG
2657,Place_1,69.0,18.0,7.0,74.0,13.0,SEDANG
2658,Place_1,55.0,16.0,5.0,65.0,9.0,SEDANG
2659,Place_1,59.0,15.0,5.0,33.0,10.0,SEDANG
2660,Place_1,58.0,14.0,6.0,41.0,12.0,SEDANG
2661,Place_1,67.0,16.0,10.0,34.0,10.0,SEDANG
2662,Place_1,63.0,16.0,6.0,40.0,10.0,SEDANG
2663,Place_1,49.0,15.0,6.0,58.0,13.0,SEDANG
2664,Place_1,60.0,16.0,6.0,61.0,10.0,SEDANG
2665,Place_1,60.0,15.0,6.0,61.0,12.0,SEDANG
2666,Place_1,70.0,13.0,8.0,54.0,13.0,SEDANG
2667,Place_1,67.0,16.0,8.0,35.0,11.0,SEDANG
2668,Place_1,56.0,15.0,5.0,49.0,8.0,SEDANG
2669,Place_1,60.0,17.0,6.0,56.0,9.0,SEDANG
2670,Place_1,57.0,15.0,6.0,47.0,11.0,SEDANG
2671,Place_1,61.0,17.0,12.0,67.0,17.0,SEDANG
2672,Place_1,63.0,16.0,6.0,61.0,10.0,SEDANG
2673,Place_1,67.0,20.0,6.0,34.0,11.0,SEDANG
2674,Place_1,53.0,18.0,7.0,41.0,15.0,SEDANG
2675,Place_1,53.0,15.0,7.0,77.0,11.0,SEDANG
2676,Place_1,76.0,19.0,13.0,64.0,23.0,SEDANG
2677,Place_1,70.0,18.0,10.0,61.0,19.0,SEDANG
2678,Place_1,65.0,20.0,6.0,42.0,14.0,SEDANG
2679,Place_1,72.0,21.0,6.0,47.0,11.0,SEDANG
2680,Place_1,68.0,20.0,5.0,57.0,11.0,SEDANG
2681,Place_1,75.0,20.0,6.0,53.0,15.0,SEDANG
2682,Place_1,69.0,18.0,6.0,65.0,11.0,SEDANG
2683,Place_1,68.0,17.0,7.0,47.0,11.0,SEDANG
2684,Place_1,54.0,18.0,7.0,32.0,9.0,SEDANG
2685,Place_1,70.0,18.0,8.0,43.0,12.0,SEDANG
2686,Place_1,63.0,20.0,5.0,40.0,9.0,SEDANG
2687,Place_1,58.0,21.0,7.0,39.0,12.0,SEDANG
2688,Place_1,53.0,22.0,6.0,33.0,12.0,SEDANG
2689,Place_1,60.0,20.0,6.0,59.0,15.0,SEDANG
2690,Place_1,54.0,16.0,8.0,67.0,12.0,SEDANG
2691,Place_1,62.0,19.0,8.0,80.0,17.0,SEDANG
2692,Place_1,73.0,17.0,9.0,47.0,16.0,SEDANG
2693,Place_1,62.0,17.0,6.0,60.0,9.0,SEDANG
2694,Place_1,61.0,19.0,5.0,44.0,10.0,SEDANG
2695,Place_1,64.0,21.0,6.0,55.0,16.0,SEDANG
2696,Place_1,57.0,16.0,6.0,31.0,12.0,SEDANG
2697,Place_1,48.0,19.0,5.0,24.0,11.0,BAIK
2698,Place_1,56.0,24.0,7.0,39.0,10.0,SEDANG
2699,Place_1,55.0,21.0,7.0,54.0,15.0,SEDANG
2700,Place_1,68.0,17.0,6.0,66.0,10.0,SEDANG
2701,Place_1,66.0,16.0,8.0,77.0,12.0,SEDANG
2702,Place_1,59.0,19.0,8.0,58.0,12.0,SEDANG
2703,Place_1,56.0,16.0,6.0,49.0,15.0,SEDANG
2704,Place_1,62.0,16.0,7.0,85.0,11.0,SEDANG
2705,Place_1,60.0,18.0,7.0,56.0,13.0,SEDANG
2706,Place_1,64.0,18.0,7.0,60.0,11.0,SEDANG
2707,Place_1,59.0,19.0,5.0,45.0,10.0,SEDANG
2708,Place_1,58.0,21.0,6.0,56.0,11.0,SEDANG
2709,Place_1,68.0,20.0,7.0,89.0,14.0,SEDANG
2710,Place_1,66.0,19.0,7.0,107.0,14.0,TIDAK SEHAT
2711,Place_1,68.0,17.0,7.0,104.0,12.0,TIDAK SEHAT
2712,Place_1,56.0,19.0,7.0,62.0,14.0,SEDANG
2713,Place_1,65.0,18.0,7.0,84.0,13.0,SEDANG
2714,Place_1,75.0,17.0,11.0,77.0,15.0,SEDANG
2715,Place_1,71.0,18.0,9.0,65.0,11.0,SEDANG
2716,Place_1,61.0,19.0,5.0,61.0,11.0,SEDANG
2717,Place_1,67.0,20.0,7.0,70.0,12.0,SEDANG
2718,Place_1,70.0,23.0,6.0,55.0,16.0,SEDANG
2719,Place_1,65.0,19.0,6.0,72.0,12.0,SEDANG
2720,Place_1,64.0,18.0,6.0,58.0,14.0,SEDANG
2721,Place_1,54.0,15.0,6.0,65.0,12.0,SEDANG
2722,Place_1,58.0,18.0,5.0,47.0,11.0,SEDANG
2723,Place_1,60.0,20.0,5.0,34.0,10.0,SEDANG
2724,Place_1,68.0,19.0,14.0,49.0,17.0,SEDANG
2725,Place_1,53.0,16.0,7.0,41.0,12.0,SEDANG
2726,Place_1,40.0,16.0,8.0,43.0,16.0,BAIK
2727,Place_1,58.0,18.0,10.0,29.0,12.0,SEDANG
2728,Place_1,50.0,19.0,4.0,44.0,10.0,BAIK
2729,Place_1,52.0,16.0,7.0,52.0,10.0,SEDANG
2730,Place_1,52.0,17.0,10.0,66.0,13.0,SEDANG
2731,Place_1,65.0,18.0,15.0,39.0,18.0,SEDANG
2732,Place_1,54.0,17.0,6.0,40.0,13.0,SEDANG
2733,Place_1,46.0,18.0,3.0,41.0,9.0,BAIK
2734,Place_1,58.0,21.0,5.0,42.0,11.0,SEDANG
2735,Place_1,63.0,22.0,7.0,53.0,13.0,SEDANG
2736,Place_1,55.0,18.0,5.0,44.0,11.0,SEDANG
2737,Place_1,57.0,20.0,7.0,53.0,14.0,SEDANG
2738,Place_1,52.0,20.0,5.0,66.0,11.0,SEDANG
2739,Place_1,55.0,18.0,5.0,52.0,11.0,SEDANG
2740,Place_1,57.0,19.0,5.0,48.0,16.0,SEDANG
2741,Place_1,59.0,20.0,4.0,54.0,8.0,SEDANG
2742,Place_1,56.0,19.0,4.0,58.0,6.0,SEDANG
2743,Place_1,57.0,20.0,6.0,68.0,14.0,SEDANG
2744,Place_1,63.0,20.0,6.0,60.0,11.0,SEDANG
2745,Place_1,57.0,18.0,6.0,81.0,13.0,SEDANG
2746,Place_1,58.0,18.0,8.0,65.0,13.0,SEDANG
2747,Place_1,48.0,19.0,5.0,44.0,9.0,SEDANG
2748,Place_1,50.0,17.0,5.0,88.0,12.0,SEDANG
2749,Place_1,59.0,17.0,7.0,84.0,12.0,SEDANG
2750,Place_1,55.0,23.0,6.0,64.0,12.0,SEDANG
2751,Place_1,58.0,22.0,5.0,47.0,12.0,SEDANG
2752,Place_1,56.0,22.0,4.0,39.0,9.0,SEDANG
2753,Place_1,56.0,18.0,6.0,78.0,13.0,SEDANG
2754,Place_1,68.0,18.0,7.0,70.0,22.0,SEDANG
2755,Place_1,59.0,18.0,7.0,99.0,18.0,SEDANG
2756,Place_1,60.0,18.0,7.0,86.0,11.0,SEDANG
2757,Place_1,57.0,18.0,6.0,58.0,11.0,SEDANG
2758,Place_1,55.0,16.0,6.0,69.0,12.0,SEDANG
2759,Place_1,57.0,16.0,7.0,59.0,14.0,SEDANG
2760,Place_1,45.0,18.0,4.0,49.0,10.0,SEDANG
2761,Place_1,52.0,19.0,4.0,42.0,10.0,SEDANG
2762,Place_1,60.0,22.0,5.0,68.0,11.0,SEDANG
2763,Place_1,44.0,19.0,3.0,35.0,6.0,SEDANG
2764,Place_1,46.0,18.0,8.0,64.0,9.0,SEDANG
2765,Place_1,37.0,15.0,6.0,82.0,11.0,SEDANG
2766,Place_1,54.0,20.0,7.0,78.0,12.0,SEDANG
2767,Place_1,57.0,17.0,6.0,82.0,14.0,SEDANG
2768,Place_1,62.0,19.0,6.0,65.0,11.0,SEDANG
2769,Place_1,69.0,19.0,10.0,91.0,14.0,TIDAK SEHAT
2770,Place_1,61.0,17.0,11.0,77.0,13.0,SEDANG
2771,Place_1,42.0,16.0,5.0,70.0,10.0,SEDANG
2772,Place_1,52.0,19.0,6.0,66.0,11.0,SEDANG
2773,Place_1,55.0,19.0,6.0,47.0,11.0,SEDANG
2774,Place_1,50.0,19.0,4.0,50.0,10.0,SEDANG
2775,Place_1,53.0,22.0,6.0,69.0,12.0,SEDANG
2776,Place_1,50.0,17.0,9.0,71.0,14.0,SEDANG
2777,Place_1,53.0,18.0,8.0,75.0,16.0,SEDANG
2778,Place_1,40.0,16.0,5.0,95.0,10.0,SEDANG
2779,Place_1,42.0,17.0,5.0,70.0,11.0,SEDANG
2780,Place_1,52.0,20.0,5.0,68.0,13.0,SEDANG
2781,Place_1,46.0,20.0,5.0,83.0,11.0,SEDANG
2782,Place_1,60.0,18.0,7.0,87.0,14.0,SEDANG
2783,Place_1,53.0,17.0,7.0,60.0,11.0,SEDANG
2784,Place_1,44.0,18.0,6.0,74.0,11.0,SEDANG
2785,Place_1,57.0,19.0,7.0,86.0,16.0,SEDANG
2786,Place_1,61.0,21.0,9.0,75.0,11.0,SEDANG
2787,Place_1,63.0,18.0,8.0,63.0,20.0,SEDANG
2788,Place_1,60.0,20.0,7.0,70.0,17.0,SEDANG
2789,Place_1,56.0,19.0,7.0,76.0,20.0,SEDANG
2790,Place_1,51.0,17.0,9.0,61.0,22.0,SEDANG
2791,Place_1,50.0,16.0,7.0,51.0,14.0,SEDANG
2792,Place_1,54.0,16.0,7.0,60.0,11.0,SEDANG
2793,Place_1,54.0,18.0,11.0,43.0,15.0,SEDANG
2794,Place_1,57.0,18.0,11.0,71.0,15.0,SEDANG
2795,Place_1,48.0,17.0,10.0,44.0,13.0,SEDANG
2796,Place_1,26.0,15.0,3.0,23.0,7.0,BAIK
2797,Place_1,47.0,23.0,6.0,61.0,11.0,SEDANG
2798,Place_1,39.0,17.0,7.0,48.0,11.0,SEDANG
2799,Place_1,41.0,18.0,8.0,77.0,20.0,SEDANG
2800,Place_1,40.0,16.0,9.0,77.0,15.0,SEDANG
2801,Place_1,55.0,18.0,18.0,60.0,16.0,SEDANG
2802,Place_1,51.0,17.0,7.0,40.0,14.0,SEDANG
2803,Place_1,52.0,18.0,5.0,35.0,9.0,SEDANG
2804,Place_1,35.0,20.0,3.0,48.0,8.0,SEDANG
2805,Place_1,49.0,67.0,18.0,10.0,40.0,SEDANG
2806,Place_1,23.0,27.0,15.0,3.0,32.0,BAIK
2807,Place_1,43.0,64.0,19.0,6.0,53.0,SEDANG
2808,Place_1,42.0,62.0,20.0,5.0,59.0,SEDANG
2809,Place_1,51.0,70.0,17.0,11.0,50.0,SEDANG
2810,Place_1,79.0,106.0,23.0,13.0,49.0,TIDAK SEHAT
2811,Place_1,61.0,85.0,19.0,14.0,45.0,SEDANG
2812,Place_1,60.0,85.0,16.0,17.0,57.0,SEDANG
2813,Place_1,62.0,95.0,20.0,13.0,57.0,SEDANG
2814,Place_1,62.0,92.0,18.0,8.0,53.0,SEDANG
2815,Place_1,61.0,97.0,20.0,10.0,62.0,SEDANG
2816,Place_1,53.0,80.0,20.0,6.0,49.0,SEDANG
2817,Place_1,53.0,68.0,20.0,5.0,34.0,SEDANG
2818,Place_1,54.0,78.0,20.0,7.0,79.0,SEDANG
2819,Place_1,52.0,73.0,21.0,6.0,41.0,SEDANG
2820,Place_1,51.0,70.0,20.0,5.0,42.0,SEDANG
2821,Place_1,57.0,84.0,18.0,7.0,60.0,SEDANG
2822,Place_1,57.0,79.0,18.0,9.0,71.0,SEDANG
2823,Place_1,58.0,84.0,18.0,13.0,64.0,SEDANG
2824,Place_1,54.0,82.0,18.0,15.0,48.0,SEDANG
2825,Place_1,51.0,69.0,18.0,15.0,45.0,SEDANG
2826,Place_1,62.0,93.0,20.0,11.0,51.0,SEDANG
2827,Place_1,44.0,56.0,19.0,8.0,53.0,SEDANG
2828,Place_1,39.0,63.0,19.0,8.0,48.0,SEDANG
2829,Place_1,47.0,69.0,21.0,9.0,55.0,SEDANG
2830,Place_1,44.0,59.0,20.0,8.0,41.0,SEDANG
2831,Place_1,46.0,66.0,18.0,7.0,65.0,SEDANG
2832,Place_1,37.0,56.0,17.0,7.0,24.0,SEDANG
2833,Place_1,18.0,21.0,16.0,4.0,27.0,BAIK
2834,Place_1,22.0,17.0,4.0,19.0,8.0,BAIK
2835,Place_1,25.0,18.0,4.0,28.0,7.0,BAIK
2836,Place_1,29.0,19.0,8.0,48.0,14.0,BAIK
2837,Place_1,39.0,29.0,8.0,52.0,17.0,SEDANG
2838,Place_1,28.0,22.0,7.0,34.0,11.0,BAIK
2839,Place_1,31.0,22.0,7.0,30.0,9.0,BAIK
2840,Place_1,25.0,22.0,6.0,18.0,9.0,BAIK
2841,Place_1,36.0,31.0,8.0,23.0,8.0,SEDANG
2842,Place_1,32.0,22.0,5.0,25.0,8.0,BAIK
2843,Place_1,32.0,30.0,4.0,25.0,7.0,BAIK
2844,Place_1,32.0,24.0,9.0,21.0,12.0,BAIK
2845,Place_1,23.0,19.0,6.0,29.0,10.0,BAIK
2846,Place_1,29.0,20.0,5.0,29.0,6.0,BAIK
2847,Place_1,25.0,18.0,4.0,29.0,9.0,BAIK
2848,Place_1,26.0,18.0,6.0,24.0,8.0,BAIK
2849,Place_1,21.0,17.0,5.0,19.0,7.0,BAIK
2850,Place_1,24.0,21.0,5.0,30.0,7.0,BAIK
2851,Place_1,25.0,19.0,5.0,25.0,8.0,BAIK
2852,Place_1,27.0,19.0,6.0,24.0,9.0,BAIK
2853,Place_1,37.0,20.0,9.0,19.0,8.0,BAIK
2854,Place_1,17.0,17.0,4.0,14.0,5.0,BAIK
2855,Place_1,23.0,19.0,6.0,16.0,10.0,BAIK
2856,Place_1,43.0,26.0,20.0,26.0,13.0,SEDANG
2857,Place_1,40.0,26.0,8.0,31.0,8.0,SEDANG
2858,Place_1,23.0,23.0,4.0,25.0,5.0,BAIK
2859,Place_1,23.0,26.0,3.0,30.0,6.0,BAIK
2860,Place_1,24.0,26.0,5.0,35.0,5.0,BAIK
2861,Place_1,26.0,27.0,4.0,33.0,8.0,BAIK
2862,Place_1,21.0,23.0,5.0,28.0,6.0,BAIK
2863,Place_1,19.0,22.0,4.0,25.0,7.0,BAIK
2864,Place_1,26.0,25.0,8.0,29.0,10.0,BAIK
2865,Place_1,38.0,29.0,6.0,31.0,13.0,SEDANG
2866,Place_1,27.0,27.0,7.0,47.0,7.0,BAIK
2867,Place_1,44.0,25.0,7.0,40.0,13.0,SEDANG
2868,Place_1,30.0,24.0,4.0,32.0,7.0,BAIK
2869,Place_1,38.0,24.0,6.0,31.0,9.0,SEDANG
2870,Place_1,41.0,23.0,13.0,46.0,13.0,SEDANG
2871,Place_1,35.0,22.0,6.0,39.0,10.0,BAIK
2872,Place_1,37.0,26.0,16.0,17.0,10.0,SEDANG
2873,Place_1,47.0,16.0,27.0,22.0,12.0,SEDANG
2874,Place_1,23.0,16.0,11.0,33.0,8.0,BAIK
2875,Place_1,38.0,17.0,14.0,27.0,10.0,SEDANG
